rn,clusid
Br1039L_kbdedelk-1,X10
Br1039L_kbdjhklb-1,X3
Br1039L_kbdkpafo-1,X2
Br1039L_kbdnmbcn-1,X3
Br1039L_kbeenflc-1,X1
Br1039L_kbeimedh-1,X3
Br1039L_kbekmbhl-1,X3
Br1039L_kbelkamm-1,X3
Br1039L_kbfclekb-1,DISCARD
Br1039L_kbfefipl-1,X10
Br1039L_kbfidcbn-1,X3
Br1039L_kbflpdah-1,X13
Br1039L_kbgkdfpm-1,X13
Br1039L_kbhebdbl-1,DISCARD
Br1039L_kbhnoghe-1,X2
Br1039L_kbidbnke-1,X3
Br1039L_kbihejgl-1,X10
Br1039L_kbinelco-1,X3
Br1039L_kbjcpmhp-1,X3
Br1039L_kbjefeaa-1,X10
Br1039L_kbjhjnnn-1,X3
Br1039L_kbjkamcd-1,X3
Br1039L_kbjngggo-1,X7
Br1039L_kbjpodff-1,X3
Br1039L_kbkcbmme-1,X2
Br1039L_kbkcmjpl-1,X3
Br1039L_kbkgdogn-1,X5
Br1039L_kbkicnig-1,DISCARD
Br1039L_kbknkmkn-1,X3
Br1039L_kbkpmmhb-1,X3
Br1039L_kblaiofb-1,X5
Br1039L_kblnnbam-1,X3
Br1039L_kbmcgffl-1,X3
Br1039L_kbmcgnfc-1,X7
Br1039L_kbmdgllk-1,DISCARD
Br1039L_kbmhdpcm-1,X3
Br1039L_kbmlcnho-1,X5
Br1039L_kbmnidpd-1,X5
Br1039L_kbnelill-1,X3
Br1039L_kbnjljah-1,X3
Br1039L_kbnofakh-1,X17
Br1039L_kbockppa-1,X17
Br1039L_kboelkdo-1,X3
Br1039L_kbolbgjn-1,X3
Br1039L_kbpbhmnn-1,X4
Br1039L_kbpdgnkh-1,X1
Br1039L_kbpjlkfg-1,X10
Br1039L_kbpoekjm-1,X2
Br1039L_kbpplgcn-1,X14
Br1039L_kcafionh-1,X3
Br1039L_kcaogggk-1,X3
Br1039L_kcbbmicb-1,X10
Br1039L_kcbigfpf-1,X14
Br1039L_kcblnpnc-1,X2
Br1039L_kcbomjln-1,X3
Br1039L_kcbpapen-1,X3
Br1039L_kccdhpea-1,X3
Br1039L_kcdadpcf-1,X10
Br1039L_kcdcdjgh-1,X10
Br1039L_kcdglffa-1,X10
Br1039L_kcdhbhdk-1,X14
Br1039L_kcdikekg-1,X1
Br1039L_kcdndbap-1,X3
Br1039L_kceflfke-1,X2
Br1039L_kcehbmfo-1,X3
Br1039L_kceikfea-1,X1
Br1039L_kceklcaa-1,X3
Br1039L_kcelhlnp-1,X4
Br1039L_kcemmipd-1,X2
Br1039L_kcenidap-1,X3
Br1039L_kcfekjfg-1,X3
Br1039L_kcfjcmmp-1,X10
Br1039L_kcfjkhad-1,X3
Br1039L_kcgcmefn-1,X5
Br1039L_kcgdkmim-1,X5
Br1039L_kcgidgnj-1,X10
Br1039L_kcgjcofe-1,X10
Br1039L_kchcjbap-1,X10
Br1039L_kchcofld-1,X7
Br1039L_kchffgnn-1,X3
Br1039L_kchioibm-1,X2
Br1039L_kchlceek-1,X3
Br1039L_kcikinnm-1,X3
Br1039L_kcjilpoe-1,X10
Br1039L_kcjpphlf-1,X2
Br1039L_kckadpni-1,X6
Br1039L_kckkdejf-1,X3
Br1039L_kckmpncd-1,X3
Br1039L_kckpdjaj-1,X1
Br1039L_kclcakla-1,X10
Br1039L_kcmlblbp-1,X2
Br1039L_kcndeobb-1,X10
Br1039L_kcocndic-1,X5
Br1039L_kcogdjah-1,X10
Br1039L_kcpablgm-1,X3
Br1039L_kcpgahla-1,X10
Br1039L_kcphepal-1,X10
Br1039L_kcphifhf-1,X3
Br1039L_kdaeakpg-1,X3
Br1039L_kdaifill-1,X7
Br1039L_kdaipdom-1,X2
Br1039L_kdajpbcc-1,X3
Br1039L_kdampgpe-1,X3
Br1039L_kdaoncgj-1,X3
Br1039L_kdbckege-1,X2
Br1039L_kdbdekop-1,X4
Br1039L_kdbefelh-1,X3
Br1039L_kdccgpmh-1,X3
Br1039L_kdcdejkn-1,X7
Br1039L_kdcdkomh-1,DISCARD
Br1039L_kdddnacd-1,X10
Br1039L_kddeojja-1,X1
Br1039L_kddmieon-1,X3
Br1039L_kddndlao-1,X10
Br1039L_kdebafgf-1,X4
Br1039L_kdednahb-1,X4
Br1039L_kdehpgpj-1,X10
Br1039L_kdejnggc-1,X5
Br1039L_kdennmoo-1,X18
Br1039L_kdgcdkjh-1,X3
Br1039L_kdghhdno-1,X10
Br1039L_kdglcflb-1,X3
Br1039L_kdhblmbp-1,X10
Br1039L_kdhdbbld-1,X4
Br1039L_kdhhipmg-1,X3
Br1039L_kdhhlbol-1,X3
Br1039L_kdhpjnin-1,X7
Br1039L_kdhppjff-1,X3
Br1039L_kdjbdpae-1,X5
Br1039L_kdkcegde-1,X3
Br1039L_kdkfkogi-1,X3
Br1039L_kdklibea-1,X3
Br1039L_kdknimcj-1,X3
Br1039L_kdleacoc-1,X3
Br1039L_kdlhpfff-1,X3
Br1039L_kdliapkn-1,X3
Br1039L_kdmfndbi-1,X3
Br1039L_kdmgkkpf-1,X10
Br1039L_kdmhkpof-1,X1
Br1039L_kdmjoncp-1,X3
Br1039L_kdmldaem-1,X10
Br1039L_kdmpdllh-1,X10
Br1039L_kdncflhb-1,X3
Br1039L_kdnhhhfe-1,X4
Br1039L_kdnnghae-1,X2
Br1039L_kdnolpcb-1,X1
Br1039L_kdobegma-1,DISCARD
Br1039L_kdohibjd-1,X1
Br1039L_kdokafhi-1,X3
Br1039L_kdokihnk-1,X3
Br1039L_kdooajeh-1,X7
Br1039L_kdooembb-1,X3
Br1039L_kdoongel-1,DISCARD
Br1039L_kdpdmkod-1,X3
Br1039L_kdpmpgff-1,X3
Br1039L_kdpphahe-1,X3
Br1039L_keaepgga-1,X7
Br1039L_keaiagcd-1,DISCARD
Br1039L_keakjpbl-1,X3
Br1039L_kealkmni-1,X5
Br1039L_keccegpb-1,X3
Br1039L_kedoealp-1,X3
Br1039L_keecfcen-1,X2
Br1039L_keeeggfg-1,X3
Br1039L_keefiehd-1,X3
Br1039L_keejolle-1,X3
Br1039L_keemkkkh-1,X3
Br1039L_keepnhln-1,X3
Br1039L_kefbmiej-1,X2
Br1039L_kefgbifi-1,X3
Br1039L_kefpnbcd-1,X2
Br1039L_kegabldf-1,X10
Br1039L_kegfaefj-1,X10
Br1039L_keggclhp-1,X3
Br1039L_kegghnne-1,X3
Br1039L_kegnnedo-1,X10
Br1039L_kehmnfpl-1,X3
Br1039L_keichhne-1,X3
Br1039L_keifphoo-1,X2
Br1039L_keikdgep-1,X2
Br1039L_kejabmke-1,X4
Br1039L_kejckfdb-1,X3
Br1039L_kejnmjnp-1,X4
Br1039L_kekkobao-1,X2
Br1039L_keklfinc-1,X3
Br1039L_kelbankh-1,X2
Br1039L_keleleeg-1,X10
Br1039L_keljpjlf-1,X3
Br1039L_kelkmcoe-1,X3
Br1039L_kellnahl-1,X7
Br1039L_kelmknfk-1,X2
Br1039L_kelnfikg-1,X3
Br1039L_kemhmpmb-1,X3
Br1039L_kempmcdp-1,X3
Br1039L_kenhipdi-1,X10
Br1039L_keoboalc-1,X10
Br1039L_keocpolp-1,X3
Br1039L_keoemnik-1,X1
Br1039L_keogkmlh-1,X3
Br1039L_keoomcop-1,X3
Br1039L_kepfafec-1,X5
Br1039L_kepfjakp-1,X10
Br1039L_kepgojdk-1,X2
Br1039L_kepjalpn-1,X10
Br1039L_keplpdha-1,X4
Br1039L_keponkpa-1,X3
Br1039L_kfaigkpj-1,X3
Br1039L_kfamgdhj-1,X3
Br1039L_kfbegmen-1,X4
Br1039L_kfbggbal-1,X2
Br1039L_kfbhehec-1,X2
Br1039L_kfcehllk-1,X3
Br1039L_kfchefoi-1,X13
Br1039L_kfcknafo-1,X2
Br1039L_kfclhbmd-1,X7
Br1039L_kfcofilb-1,X7
Br1039L_kfdeamej-1,X3
Br1039L_kfdijdbd-1,X10
Br1039L_kfdiphgf-1,X10
Br1039L_kfeimhpa-1,X2
Br1039L_kfelfcnj-1,X5
Br1039L_kfemiajg-1,X3
Br1039L_kfenpibk-1,X10
Br1039L_kfffjlgi-1,X10
Br1039L_kffnonde-1,X3
Br1039L_kfgenamb-1,X7
Br1039L_kfgenldp-1,X3
Br1039L_kfgjebpd-1,X4
Br1039L_kfhahdog-1,X2
Br1039L_kfhckloi-1,X10
Br1039L_kfifiiig-1,X3
Br1039L_kfiipmhm-1,X3
Br1039L_kfijmbeg-1,X10
Br1039L_kfikgacm-1,X3
Br1039L_kfjfkolk-1,X5
Br1039L_kfkafego-1,X10
Br1039L_kfkcdchm-1,X6
Br1039L_kfkekgki-1,X3
Br1039L_kfkghhcg-1,X3
Br1039L_kfkmhcel-1,X3
Br1039L_kfldcigi-1,X3
Br1039L_kflibgcl-1,X3
Br1039L_kfmachce-1,X3
Br1039L_kfmfadfl-1,X3
Br1039L_kfnjdinf-1,X3
Br1039L_kfoajmmd-1,X10
Br1039L_kfobpdlb-1,X7
Br1039L_kfodplnc-1,X3
Br1039L_kfoidnaa-1,X2
Br1039L_kfoobpma-1,X3
Br1039L_kfpamnon-1,X10
Br1039L_kfpeliep-1,X3
Br1039L_kfpfahko-1,X3
Br1039L_kfpfddbf-1,X1
Br1039L_kfplepnb-1,X3
Br1039L_kgacbbmk-1,X3
Br1039L_kgamjhdn-1,X10
Br1039L_kgbgapfn-1,DISCARD
Br1039L_kgbglbnk-1,X4
Br1039L_kgbmdaah-1,X2
Br1039L_kgbmpkfb-1,X3
Br1039L_kgbonkae-1,X2
Br1039L_kgcaoocc-1,X2
Br1039L_kgcbgppo-1,X3
Br1039L_kgcjbmbi-1,X10
Br1039L_kgcjhdic-1,DISCARD
Br1039L_kgcpblnf-1,X5
Br1039L_kgdbnnll-1,X2
Br1039L_kgdhhgog-1,X3
Br1039L_kgdillie-1,X2
Br1039L_kgdpciml-1,X3
Br1039L_kgeihhln-1,X3
Br1039L_kgeliake-1,X3
Br1039L_kgenncfe-1,X3
Br1039L_kgfcncbf-1,X3
Br1039L_kgfibeom-1,X3
Br1039L_kggbdccj-1,X4
Br1039L_kggfjnig-1,X3
Br1039L_kggpkepm-1,X2
Br1039L_kghadpmd-1,X3
Br1039L_kgheiejp-1,X3
Br1039L_kgheknom-1,X3
Br1039L_kghifflk-1,X3
Br1039L_kghjobon-1,X5
Br1039L_kghlfmel-1,X3
Br1039L_kghnkpnf-1,X3
Br1039L_kgiaoibh-1,X3
Br1039L_kgijiini-1,X5
Br1039L_kgjbgbbp-1,X2
Br1039L_kgjgilcn-1,X3
Br1039L_kgjlnlmp-1,X3
Br1039L_kgjmfomn-1,X3
Br1039L_kgjnboij-1,X7
Br1039L_kgkcmdka-1,X3
Br1039L_kgkjelam-1,X3
Br1039L_kgknbodi-1,X3
Br1039L_kglbjolk-1,X2
Br1039L_kglhedkb-1,X2
Br1039L_kglkcbii-1,X3
Br1039L_kgllanek-1,X3
Br1039L_kgmipgli-1,X3
Br1039L_kgmklkhl-1,X4
Br1039L_kgmlokjl-1,X13
Br1039L_kgnafonh-1,X5
Br1039L_kgnckhkb-1,X2
Br1039L_kgnepnhf-1,X1
Br1039L_kgniacfj-1,X5
Br1039L_kgnoickd-1,X3
Br1039L_kgnoiecn-1,X3
Br1039L_kgnokmll-1,X3
Br1039L_kgoaapoe-1,X3
Br1039L_kgogmepd-1,X2
Br1039L_kgoigncn-1,X2
Br1039L_kgoiokoa-1,X3
Br1039L_kgopkooj-1,X3
Br1039L_kgpbpmlp-1,X3
Br1039L_kgpciokg-1,X3
Br1039L_kgpegplf-1,X3
Br1039L_kgpgomnc-1,X3
Br1039L_kgplddfd-1,X2
Br1039L_kgpppiho-1,X3
Br1039L_khadbfkf-1,X3
Br1039L_khaddelf-1,X3
Br1039L_khaiaikk-1,X2
Br1039L_khanpcef-1,X2
Br1039L_khaogmgh-1,X3
Br1039L_khbehdol-1,X3
Br1039L_khbkihhp-1,X3
Br1039L_khbkoddh-1,X3
Br1039L_khccbocp-1,X3
Br1039L_khcgnnji-1,X3
Br1039L_khchggmk-1,DISCARD
Br1039L_khcnchoh-1,X3
Br1039L_khcpobmf-1,X1
Br1039L_khddnjem-1,X3
Br1039L_khddppmh-1,X3
Br1039L_khdkepcd-1,X3
Br1039L_khdkgndl-1,X10
Br1039L_khdloffp-1,X3
Br1039L_khdmlfim-1,X10
Br1039L_khdohgdm-1,X4
Br1039L_khebahao-1,X3
Br1039L_khefokhn-1,X2
Br1039L_khegpiod-1,X5
Br1039L_khejghbn-1,X10
Br1039L_khekmeob-1,X3
Br1039L_khelgkii-1,X10
Br1039L_khfdmnem-1,X3
Br1039L_khgcbjgg-1,X3
Br1039L_khgdichp-1,X2
Br1039L_khggoplp-1,X4
Br1039L_khgkjekh-1,X3
Br1039L_khgmgmgo-1,X3
Br1039L_khgnbipg-1,X4
Br1039L_khidfndp-1,X3
Br1039L_khijdple-1,X3
Br1039L_khiojogk-1,X3
Br1039L_khjgalhm-1,X3
Br1039L_khjikdln-1,X5
Br1039L_khjjbhch-1,X3
Br1039L_khkdfage-1,X3
Br1039L_khklcele-1,X2
Br1039L_khldlbid-1,X3
Br1039L_khlgnfdp-1,X3
Br1039L_khlhjddd-1,X3
Br1039L_khmdhdjb-1,X10
Br1039L_khnicgbk-1,X3
Br1039L_khnjdcho-1,X5
Br1039L_khnlggkc-1,X3
Br1039L_khoanmmo-1,X3
Br1039L_khobbdio-1,X13
Br1039L_khogcejk-1,X3
Br1039L_khoiafhm-1,X10
Br1039L_khoiihpi-1,X3
Br1039L_khojcabg-1,X3
Br1039L_khoppfoe-1,X3
Br1039L_khpabpop-1,X3
Br1039L_khpalbnc-1,X5
Br1039L_khpidnmf-1,X3
Br1039L_khpjfkec-1,X3
Br1039L_kiaciaeb-1,X5
Br1039L_kiaeiknm-1,X10
Br1039L_kiaiheel-1,X3
Br1039L_kiakodic-1,X3
Br1039L_kiallnch-1,X6
Br1039L_kiaofkmf-1,X2
Br1039L_kibanabb-1,X3
Br1039L_kibgbkid-1,X3
Br1039L_kibikfbg-1,X3
Br1039L_kibmbggh-1,X5
Br1039L_kibpdbni-1,X3
Br1039L_kicffbhn-1,DISCARD
Br1039L_kiciffgf-1,X3
Br1039L_kidcbnmc-1,X3
Br1039L_kidhmmbn-1,X3
Br1039L_kieipokd-1,DISCARD
Br1039L_kieocojh-1,X3
Br1039L_kiepkeoc-1,X3
Br1039L_kiffakec-1,X10
Br1039L_kifhigdj-1,X4
Br1039L_kifjbnpd-1,X3
Br1039L_kigimhpk-1,X3
Br1039L_kiglcfmo-1,X3
Br1039L_kihddjad-1,X3
Br1039L_kiigfeif-1,X3
Br1039L_kiiikhmn-1,X3
Br1039L_kijbncdh-1,X3
Br1039L_kijddhbj-1,X3
Br1039L_kijkehmg-1,X4
Br1039L_kijklmgj-1,X10
Br1039L_kikdkhco-1,X2
Br1039L_kikepieo-1,X3
Br1039L_kildgfhk-1,X3
Br1039L_kilmjfdn-1,X3
Br1039L_kilohaeb-1,X3
Br1039L_kimfblic-1,X3
Br1039L_kimihjhd-1,X13
Br1039L_kimkcgal-1,X3
Br1039L_kinebfcg-1,X3
Br1039L_kinfgekm-1,X3
Br1039L_kinfkncf-1,X3
Br1039L_kingigej-1,X10
Br1039L_kiocgfhf-1,X3
Br1039L_kioconib-1,X3
Br1039L_kioebdja-1,X3
Br1039L_kiofmgla-1,DISCARD
Br1039L_kiognogk-1,X3
Br1039L_kioipbjb-1,X17
Br1039L_kiojnldg-1,X3
Br1039L_kipekgee-1,X10
Br1039L_kipkgoce-1,X3
Br1039L_kipkkafb-1,X3
Br1039L_kjalkihl-1,X4
Br1039L_kjbboafg-1,X3
Br1039L_kjbibpfh-1,X10
Br1039L_kjbkfiff-1,X2
Br1039L_kjbkofbn-1,X14
Br1039L_kjbnkffk-1,X3
Br1039L_kjbodokj-1,X17
Br1039L_kjcbglnb-1,DISCARD
Br1039L_kjcdebfi-1,X3
Br1039L_kjcffbao-1,DISCARD
Br1039L_kjcfhnib-1,X3
Br1039L_kjdafpbg-1,X2
Br1039L_kjdaplbk-1,X12
Br1039L_kjdbjjbi-1,X3
Br1039L_kjdciefd-1,X2
Br1039L_kjdkehpf-1,X3
Br1039L_kjeipdaf-1,X3
Br1039L_kjelkolo-1,X10
Br1039L_kjeoaaad-1,X3
Br1039L_kjepjgba-1,X3
Br1039L_kjfagile-1,X5
Br1039L_kjfcmaei-1,X4
Br1039L_kjfekfbe-1,X3
Br1039L_kjfgpgdn-1,X2
Br1039L_kjgecfpp-1,X3
Br1039L_kjghnjhp-1,X3
Br1039L_kjgkkipm-1,X3
Br1039L_kjgmdcme-1,X3
Br1039L_kjhafehg-1,X2
Br1039L_kjhcpmcm-1,X10
Br1039L_kjhedogc-1,X3
Br1039L_kjhfhlhg-1,X1
Br1039L_kjhhanma-1,X3
Br1039L_kjhnhgol-1,X10
Br1039L_kjigfofl-1,X1
Br1039L_kjiifgoi-1,X3
Br1039L_kjindlhg-1,X5
Br1039L_kjjdeckn-1,X5
Br1039L_kjjghbid-1,X10
Br1039L_kjjglpgh-1,X3
Br1039L_kjjgnbkl-1,X3
Br1039L_kjjjhiep-1,X3
Br1039L_kjjjjpda-1,X10
Br1039L_kjjlmpji-1,X3
Br1039L_kjkbaimf-1,X3
Br1039L_kjknjmgl-1,X10
Br1039L_kjkoikmg-1,X3
Br1039L_kjledhmb-1,X3
Br1039L_kjleiplm-1,X3
Br1039L_kjlghfam-1,X3
Br1039L_kjlkplgl-1,X3
Br1039L_kjmbkimc-1,X10
Br1039L_kjmeeknl-1,X5
Br1039L_kjmmjkmc-1,X10
Br1039L_kjnccohb-1,X10
Br1039L_kjnijaea-1,X3
Br1039L_kjnncfck-1,X3
Br1039L_kjoejokc-1,X3
Br1039L_kjoifhii-1,X3
Br1039L_kjpaddgn-1,X2
Br1039L_kjpffmng-1,X10
Br1039L_kjpfnama-1,X10
Br1039L_kjpiapgp-1,X10
Br1039L_kjpndeno-1,X5
Br1039L_kjpojoam-1,X7
Br1039L_kkakkflb-1,X7
Br1039L_kkbegiai-1,X2
Br1039L_kkbhflhf-1,X10
Br1039L_kkbhojpj-1,X10
Br1039L_kkbjmmll-1,X10
Br1039L_kkbkeimo-1,X3
Br1039L_kkbknlfk-1,X5
Br1039L_kkblkkfn-1,X3
Br1039L_kkcdhjgc-1,X2
Br1039L_kkcgacdn-1,X4
Br1039L_kkckemlp-1,X1
Br1039L_kkcmlbop-1,X2
Br1039L_kkdiieia-1,X4
Br1039L_kkefbegn-1,X2
Br1039L_kkelbggd-1,X3
Br1039L_kkeokbdl-1,X10
Br1039L_kkfcglmf-1,X3
Br1039L_kkfeekpe-1,X3
Br1039L_kkfimcfd-1,X3
Br1039L_kkfjhfmj-1,X3
Br1039L_kkfkhmed-1,X13
Br1039L_kkfkkmeg-1,X7
Br1039L_kkfmknmh-1,X3
Br1039L_kkfpbbid-1,X3
Br1039L_kkgemghf-1,X10
Br1039L_kkghldib-1,X2
Br1039L_kkhdcdic-1,X3
Br1039L_kkhddjje-1,X3
Br1039L_kkhgdpeh-1,X1
Br1039L_kkhibkda-1,X10
Br1039L_kkhjljbi-1,X13
Br1039L_kkhkddle-1,X4
Br1039L_kkhnhlmc-1,X3
Br1039L_kkhoblhi-1,X13
Br1039L_kkhohngd-1,X13
Br1039L_kkialfkl-1,X3
Br1039L_kkijcpmg-1,X2
Br1039L_kkilohgm-1,X3
Br1039L_kkjeibgg-1,X13
Br1039L_kkjlagba-1,X5
Br1039L_kkjmkedh-1,X3
Br1039L_kkkadamp-1,X2
Br1039L_kklbcchd-1,X2
Br1039L_kklekoih-1,X13
Br1039L_kkljpfel-1,X13
Br1039L_kkmeaehl-1,X13
Br1039L_kkmgnmhp-1,X3
Br1039L_kkmibccp-1,X13
Br1039L_kkmjagee-1,X13
Br1039L_kkmjjmdn-1,X13
Br1039L_kkmldmbb-1,X13
Br1039L_kkmponkk-1,X13
Br1039L_kknfhklf-1,X3
Br1039L_kknpnghi-1,X13
Br1039L_kkodjlcm-1,X13
Br1039L_kkokojih-1,X12
Br1039L_kkondpof-1,X10
Br1039L_kkpcpinn-1,X2
Br1039L_kkpflnhc-1,X10
Br1039L_kkpjjhph-1,X7
Br1039L_kkplmgmd-1,X3
Br1039L_klajlogl-1,X3
Br1039L_klajppoj-1,X7
Br1039L_klapdnbb-1,X3
Br1039L_klbfgfnb-1,X12
Br1039L_klblgicn-1,X3
Br1039L_klcjmkaf-1,X3
Br1039L_klcnjjkh-1,X10
Br1039L_kldfgncg-1,X10
Br1039L_kldjbnjj-1,X3
Br1039L_klepgool-1,X3
Br1039L_klepmgfp-1,X10
Br1039L_klfdkmfa-1,X3
Br1039L_klfkhdhk-1,X4
Br1039L_klggmodl-1,X2
Br1039L_klghckee-1,X5
Br1039L_klghjebn-1,X13
Br1039L_klgpjjoa-1,X5
Br1039L_klhlfgbf-1,DISCARD
Br1039L_klhoblfj-1,X3
Br1039L_klichehj-1,X3
Br1039L_kljcppco-1,X3
Br1039L_kljefjjc-1,X3
Br1039L_kljjpcjj-1,X3
Br1039L_kljnhdco-1,X3
Br1039L_kljpcell-1,X3
Br1039L_klknaigc-1,X2
Br1039L_klkpoilg-1,X3
Br1039L_kllanphi-1,X1
Br1039L_kllhfaek-1,X7
Br1039L_kllhonpp-1,X2
Br1039L_klljjpfa-1,X3
Br1039L_klmcmoip-1,X5
Br1039L_klmecgoe-1,X3
Br1039L_klmfdggd-1,X3
Br1039L_klmgemkb-1,X3
Br1039L_klmiamgg-1,X3
Br1039L_klnbddbe-1,X3
Br1039L_klnbodch-1,X3
Br1039L_klnclhbg-1,X3
Br1039L_klnicnle-1,X3
Br1039L_klnkoial-1,X3
Br1039L_klocjejn-1,X6
Br1039L_klogdcoa-1,X10
Br1039L_klogkpni-1,X10
Br1039L_klogpbbj-1,X10
Br1039L_kloigfkk-1,X10
Br1039L_klolegdm-1,X10
Br1039L_klopacnl-1,X3
Br1039L_klpeggci-1,X3
Br1039L_klphfmei-1,X1
Br1039L_klpidddj-1,X3
Br1039L_klpppele-1,X1
Br1039L_kmabadgj-1,X10
Br1039L_kmakhabm-1,X10
Br1039L_kmamdand-1,X10
Br1039L_kmbcpcdh-1,X3
Br1039L_kmbdpmjj-1,X3
Br1039L_kmbefmpj-1,X10
Br1039L_kmbelppf-1,X7
Br1039L_kmbepebl-1,X2
Br1039L_kmbjdfkf-1,X3
Br1039L_kmbjkgcd-1,X3
Br1039L_kmbkkmkm-1,X3
Br1039L_kmbooeam-1,X3
Br1039L_kmcakeip-1,X3
Br1039L_kmccefmc-1,DISCARD
Br1039L_kmcdaean-1,X12
Br1039L_kmcengca-1,X3
Br1039L_kmckhchj-1,X10
Br1039L_kmcleoco-1,X3
Br1039L_kmcpbbmd-1,X3
Br1039L_kmedojpi-1,X3
Br1039L_kmeekkia-1,X10
Br1039L_kmejpifl-1,X10
Br1039L_kmelpchi-1,X3
Br1039L_kmfbbgaj-1,X2
Br1039L_kmfcopgk-1,X2
Br1039L_kmfhdmin-1,X13
Br1039L_kmfhnkih-1,X13
Br1039L_kmhdhega-1,X2
Br1039L_kmhiialk-1,X3
Br1039L_kmhkjadb-1,X5
Br1039L_kmhlfigo-1,X3
Br1039L_kmhofane-1,X2
Br1039L_kmicnmkb-1,X2
Br1039L_kmicphlh-1,X10
Br1039L_kmidbina-1,X3
Br1039L_kmjccceh-1,X3
Br1039L_kmjgjcnf-1,X3
Br1039L_kmjomoed-1,X3
Br1039L_kmjpkklj-1,X3
Br1039L_kmkegdjc-1,X5
Br1039L_kmkpnmka-1,X3
Br1039L_kmlcajim-1,X5
Br1039L_kmljkpca-1,X5
Br1039L_kmlkeapm-1,X5
Br1039L_kmlmddmp-1,X3
Br1039L_kmlnkilc-1,X6
Br1039L_kmlolcgd-1,X14
Br1039L_kmmbghil-1,X3
Br1039L_kmmeokio-1,X3
Br1039L_kmnadipb-1,X10
Br1039L_kmnioocd-1,X3
Br1039L_kmnmhohh-1,X3
Br1039L_kmnoggec-1,DISCARD
Br1039L_kmodkmoc-1,X7
Br1039L_kmoejokp-1,X3
Br1039L_kmogjfbo-1,X5
Br1039L_kmoijcme-1,X5
Br1039L_kmojnelm-1,X5
Br1039L_kmpbjhol-1,X3
Br1039L_kmpfggha-1,X3
Br1039L_kmpjfckk-1,X3
Br1039L_kmpkjnfm-1,X3
Br1039L_knadleda-1,X4
Br1039L_knailpda-1,X13
Br1039L_knajlmen-1,X3
Br1039L_knaojekk-1,X7
Br1039L_knapmiff-1,X1
Br1039L_knbmkcjf-1,X3
Br1039L_knbopibp-1,X1
Br1039L_kncaapmj-1,X3
Br1039L_knchfofb-1,X3
Br1039L_kncjkbop-1,X3
Br1039L_kndaelje-1,X3
Br1039L_knddaagl-1,DISCARD
Br1039L_kndjkcld-1,X3
Br1039L_kndnngph-1,X1
Br1039L_kndogcna-1,X7
Br1039L_kndolmlo-1,X3
Br1039L_knehnial-1,X7
Br1039L_kneickpb-1,X3
Br1039L_knfblckn-1,X3
Br1039L_knfdlkfg-1,X3
Br1039L_knfgfffe-1,X3
Br1039L_knfjgaoi-1,X18
Br1039L_kngaehco-1,X3
Br1039L_kngcpikn-1,X1
Br1039L_kngdponm-1,X3
Br1039L_kngjnael-1,X1
Br1039L_knglknja-1,X1
Br1039L_knhcglph-1,X10
Br1039L_knhdmjfd-1,X5
Br1039L_knhoppdf-1,X3
Br1039L_knibocma-1,X4
Br1039L_knimpafp-1,X3
Br1039L_kninmkea-1,X2
Br1039L_knjkmcne-1,X3
Br1039L_knjnpgnj-1,X3
Br1039L_knkbolki-1,X10
Br1039L_knkjbmoh-1,X3
Br1039L_knkkdmnb-1,X13
Br1039L_knldgmea-1,X10
Br1039L_knllhbjo-1,X3
Br1039L_knmclhlg-1,X10
Br1039L_knmggopi-1,X3
Br1039L_knmjdifk-1,X3
Br1039L_knmlkopl-1,X3
Br1039L_knmpdiap-1,X10
Br1039L_knmpeggh-1,X3
Br1039L_knmpgdpj-1,X10
Br1039L_knnaebbo-1,X3
Br1039L_knnapplg-1,X3
Br1039L_knobgbep-1,X3
Br1039L_knojnbgj-1,X1
Br1039L_knolcdnb-1,X3
Br1039L_knpfepkm-1,X3
Br1039L_knpndcnp-1,X3
Br1039L_koacngnh-1,X3
Br1039L_koagmlma-1,DISCARD
Br1039L_koamdhlo-1,X3
Br1039L_kobnhikj-1,X2
Br1039L_kocghgne-1,X10
Br1039L_kocngein-1,X10
Br1039L_koconjll-1,X3
Br1039L_kodhahhm-1,X2
Br1039L_kodijijh-1,X3
Br1039L_kodjgpdg-1,X10
Br1039L_kodjjclb-1,X3
Br1039L_kodjohec-1,X10
Br1039L_kodkkgkk-1,DISCARD
Br1039L_koebmojk-1,X3
Br1039L_koembihm-1,X13
Br1039L_kofagfii-1,X10
Br1039L_kofcioao-1,X3
Br1039L_kofhdale-1,X10
Br1039L_kofidbme-1,X3
Br1039L_kofijhab-1,X10
Br1039L_kofkbnch-1,X3
Br1039L_kofmigio-1,X3
Br1039L_kofnldhd-1,X3
Br1039L_kogfgnoe-1,X3
Br1039L_kogjbdnh-1,X2
Br1039L_kognofpl-1,X4
Br1039L_kogpckah-1,X12
Br1039L_kogpflon-1,X2
Br1039L_kohaicel-1,X10
Br1039L_kohaiioi-1,X4
Br1039L_kohdmfba-1,X3
Br1039L_kohefani-1,X2
Br1039L_kohhagbm-1,X3
Br1039L_kohnangn-1,X3
Br1039L_koialabg-1,X10
Br1039L_koiidkal-1,X3
Br1039L_koiifmoc-1,X3
Br1039L_koimemlo-1,X3
Br1039L_kojbombl-1,X2
Br1039L_kojcfdld-1,X3
Br1039L_kojehbid-1,X6
