sample_id	variable	N	total_cells	prop_of_sample_cells
Br1556	outlier_negProbe	722	25389	0.0284375123084801
Br1556	outlier_negCodeword	24	25389	0.000945291267871913
Br1556	outlier_depr	498	25389	0.0196147938083422
Br1556	outlier_unassigned	33	25389	0.00129977549332388
Br1556	outlier_any_neg	983	25389	0.0387175548465871
Br1556	falsenuc	33	25389	0.00129977549332388
Br1691L	outlier_negProbe	261	20814	0.0125396367829346
Br1691L	outlier_negCodeword	5	20814	0.000240222926876141
Br1691L	outlier_depr	289	20814	0.013884885173441
Br1691L	outlier_unassigned	16	20814	0.000768713366003651
Br1691L	outlier_any_neg	592	20814	0.0284423945421351
Br1691L	falsenuc	5300	20814	0.25463630248871
Br1706	outlier_negProbe	174	12994	0.0133907957518855
Br1706	outlier_negCodeword	11	12994	0.000846544559027243
Br1706	outlier_depr	259	12994	0.0199322764352778
Br1706	outlier_unassigned	12	12994	0.000923503155302447
Br1706	outlier_any_neg	376	12994	0.0289364321994767
Br1706	falsenuc	170	12994	0.0130829613667847
Br1884	outlier_negProbe	392	17187	0.0228079362308722
Br1884	outlier_negCodeword	14	17187	0.000814569151102578
Br1884	outlier_depr	358	17187	0.0208296968639088
Br1884	outlier_unassigned	16	17187	0.00093093617268866
Br1884	outlier_any_neg	639	17187	0.0371792633967534
Br1884	falsenuc	1932	17187	0.112410542852156
Br2305	outlier_negProbe	262	17374	0.0150800046045816
Br2305	outlier_negCodeword	7	17374	0.00040290088638195
Br2305	outlier_depr	220	17374	0.0126625992862899
Br2305	outlier_unassigned	14	17374	0.0008058017727639
Br2305	outlier_any_neg	475	17374	0.0273397030044895
Br2305	falsenuc	60	17374	0.00345343616898814
Br2305L	outlier_negProbe	191	12119	0.015760376268669
Br2305L	outlier_negCodeword	7	12119	0.00057760541298787
Br2305L	outlier_depr	188	12119	0.0155128310916742
Br2305L	outlier_unassigned	8	12119	0.000660120471986138
Br2305L	outlier_any_neg	370	12119	0.0305305718293589
Br2305L	falsenuc	297	12119	0.0245069725224854
Br2582	outlier_negProbe	262	16285	0.016088424930918
Br2582	outlier_negCodeword	5	16285	0.000307031010132023
Br2582	outlier_depr	283	16285	0.0173779551734725
Br2582	outlier_unassigned	19	16285	0.00116671783850169
Br2582	outlier_any_neg	414	16285	0.0254221676389315
Br2582	falsenuc	3818	16285	0.234448879336813
Br3974	outlier_negProbe	509	25214	0.0201871975886412
Br3974	outlier_negCodeword	21	25214	0.000832870627429206
Br3974	outlier_depr	414	25214	0.0164194495121758
Br3974	outlier_unassigned	34	25214	0.00134845720631395
Br3974	outlier_any_neg	906	25214	0.03593241849766
Br3974	falsenuc	2796	25214	0.110890774966289
Br5367	outlier_negProbe	146	17612	0.00828980240744947
Br5367	outlier_negCodeword	1	17612	5.67794685441744e-05
Br5367	outlier_depr	272	17612	0.0154440154440154
Br5367	outlier_unassigned	14	17612	0.000794912559618442
Br5367	outlier_any_neg	399	17612	0.0226550079491256
Br5367	falsenuc	3288	17612	0.186690892573246
Br5368	outlier_negProbe	361	17413	0.0207316372824901
Br5368	outlier_negCodeword	14	17413	0.000803997013725378
Br5368	outlier_depr	304	17413	0.0174582208694653
Br5368	outlier_unassigned	13	17413	0.000746568655602136
Br5368	outlier_any_neg	545	17413	0.0312984551771665
Br5368	falsenuc	3331	17413	0.191293860908517
Br5415	outlier_negProbe	314	23926	0.0131237983783332
Br5415	outlier_negCodeword	28	23926	0.00117027501462844
Br5415	outlier_depr	485	23926	0.020270835074814
Br5415	outlier_unassigned	22	23926	0.000919501797208058
Br5415	outlier_any_neg	720	23926	0.0300927860904455
Br5415	falsenuc	12	23926	0.000501546434840759
Br5426	outlier_negProbe	189	14067	0.0134357005758157
Br5426	outlier_negCodeword	12	14067	0.000853060354020047
Br5426	outlier_depr	240	14067	0.0170612070804009
Br5426	outlier_unassigned	23	14067	0.00163503234520509
Br5426	outlier_any_neg	444	14067	0.0315632330987417
Br5426	falsenuc	63	14067	0.00447856685860525
Br5460	outlier_negProbe	142	16113	0.00881275988332403
Br5460	outlier_negCodeword	22	16113	0.00136535716502203
Br5460	outlier_depr	305	16113	0.0189288152423509
Br5460	outlier_unassigned	18	16113	0.0011171104077453
Br5460	outlier_any_neg	439	16113	0.0272450816111215
Br5460	falsenuc	240	16113	0.014894805436604
Br5529	outlier_negProbe	291	13823	0.0210518700716198
Br5529	outlier_negCodeword	1	13823	7.23431961224047e-05
Br5529	outlier_depr	186	13823	0.0134558344787673
Br5529	outlier_unassigned	10	13823	0.000723431961224047
Br5529	outlier_any_neg	424	13823	0.0306735151558996
Br5529	falsenuc	331	13823	0.023945597916516
Br5634	outlier_negProbe	135	12088	0.011168100595632
Br5634	outlier_negCodeword	14	12088	0.00115817339510258
Br5634	outlier_depr	162	12088	0.0134017207147584
Br5634	outlier_unassigned	14	12088	0.00115817339510258
Br5634	outlier_any_neg	308	12088	0.0254798146922568
Br5634	falsenuc	529	12088	0.0437624090006618
Br5854	outlier_negProbe	339	26195	0.0129414010307311
Br5854	outlier_negCodeword	12	26195	0.000458102691353312
Br5854	outlier_depr	398	26195	0.0151937392632182
Br5854	outlier_unassigned	23	26195	0.000878030158427181
Br5854	outlier_any_neg	724	26195	0.0276388623783165
Br5854	falsenuc	1959	26195	0.0747852643634281
Br5854L	outlier_negProbe	341	11554	0.0295135883676649
Br5854L	outlier_negCodeword	8	11554	0.00069240090012117
Br5854L	outlier_depr	229	11554	0.0198199757659685
Br5854L	outlier_unassigned	14	11554	0.00121170157521205
Br5854L	outlier_any_neg	512	11554	0.0443136576077549
Br5854L	falsenuc	3142	11554	0.27194045352259
Br5941	outlier_negProbe	289	13683	0.0211210991741577
Br5941	outlier_negCodeword	7	13683	0.000511583717021121
Br5941	outlier_depr	275	13683	0.0200979317401155
Br5941	outlier_unassigned	14	13683	0.00102316743404224
Br5941	outlier_any_neg	510	13683	0.037272527954396
Br5941	falsenuc	28	13683	0.00204633486808448
Br6085	outlier_negProbe	151	8478	0.0178108044350083
Br6085	outlier_negCodeword	5	8478	0.000589761736258552
Br6085	outlier_depr	149	8478	0.0175748997405048
Br6085	outlier_unassigned	8	8478	0.000943618778013682
Br6085	outlier_any_neg	300	8478	0.0353857041755131
Br6085	falsenuc	34	8478	0.00401037980655815
Br6098	outlier_negProbe	195	17086	0.0114128526278825
Br6098	outlier_negCodeword	6	17086	0.000351164696242538
Br6098	outlier_depr	220	17086	0.0128760388622264
Br6098	outlier_unassigned	13	17086	0.000760856841858832
Br6098	outlier_any_neg	481	17086	0.0281517031487768
Br6098	falsenuc	945	17086	0.0553084396581997
Br6119	outlier_negProbe	249	9445	0.026363155108523
Br6119	outlier_negCodeword	2	9445	0.000211752249867655
Br6119	outlier_depr	148	9445	0.0156696664902065
Br6119	outlier_unassigned	4	9445	0.00042350449973531
Br6119	outlier_any_neg	368	9445	0.0389624139756485
Br6119	falsenuc	51	9445	0.0053996823716252
Br6222	outlier_negProbe	327	15687	0.0208452859055269
Br6222	outlier_negCodeword	14	15687	0.000892458723784025
Br6222	outlier_depr	296	15687	0.0188691273028622
Br6222	outlier_unassigned	27	15687	0.00172117039586919
Br6222	outlier_any_neg	588	15687	0.0374832663989291
Br6222	falsenuc	144	15687	0.00917957544463568
Br6263	outlier_negProbe	142	18516	0.00766904298984662
Br6263	outlier_negCodeword	14	18516	0.000756102829984878
Br6263	outlier_depr	284	18516	0.0153380859796932
Br6263	outlier_unassigned	25	18516	0.001350183624973
Br6263	outlier_any_neg	456	18516	0.0246273493195075
Br6263	falsenuc	618	18516	0.0333765392093325
Br6297	outlier_negProbe	217	14726	0.0147358413690072
Br6297	outlier_negCodeword	2	14726	0.000135814206165965
Br6297	outlier_depr	105	14726	0.00713024582371316
Br6297	outlier_unassigned	4	14726	0.00027162841233193
Br6297	outlier_any_neg	303	14726	0.0205758522341437
Br6297	falsenuc	161	14726	0.0109330435963602
Br6423	outlier_negProbe	213	14197	0.015003169683736
Br6423	outlier_negCodeword	6	14197	0.000422624498133408
Br6423	outlier_depr	292	14197	0.0205677255758259
Br6423	outlier_unassigned	17	14197	0.00119743607804466
Br6423	outlier_any_neg	454	14197	0.0319785870254279
Br6423	falsenuc	572	14197	0.0402902021553849
Br6476	outlier_negProbe	446	17065	0.026135364781717
Br6476	outlier_negCodeword	17	17065	0.000996191034280691
Br6476	outlier_depr	286	17065	0.0167594491649575
Br6476	outlier_unassigned	16	17065	0.000937591561675945
Br6476	outlier_any_neg	593	17065	0.0347494872546147
Br6476	falsenuc	1781	17065	0.104365660709054
Br6538	outlier_negProbe	292	13764	0.021214763150247
Br6538	outlier_negCodeword	7	13764	0.000508573089218251
Br6538	outlier_depr	237	13764	0.0172188317349608
Br6538	outlier_unassigned	12	13764	0.000871839581517001
Br6538	outlier_any_neg	484	13764	0.035164196454519
Br6538	falsenuc	1	13764	7.26532984597501e-05
