rn	WebDivLabel
Br0942_aakmajcc-1	astrocytes_5
Br0942_aakneelg-1	macrophages_microglia_15
Br0942_aakpokek-1	astrocytes_5
Br0942_aalaajgc-1	astrocytes_5
Br0942_aalalmfp-1	astrocytes_5
Br0942_aalbpgng-1	inhibitory_4
Br0942_aalemkja-1	macrophages_microglia_15
Br0942_aalfhalo-1	neurons_ambiguous_2
Br0942_aalfodhl-1	neurons_ambiguous_2
Br0942_aaliapbd-1	astrocytes_5
Br0942_aalickhn-1	astrocytes_5
Br0942_aalieacg-1	neurons_ambiguous_2
Br0942_aallpdhf-1	endothelial_mural_16
Br0942_aalnlppi-1	macrophages_microglia_15
Br0942_aalpcodf-1	inhibitory_4
Br0942_aamchkom-1	endothelial_mural_16
Br0942_aamgdbia-1	neurons_ambiguous_2
Br0942_aamhdjcb-1	endothelial_mural_16
Br0942_aamkeoek-1	astrocytes_5
Br0942_aamlagag-1	astrocytes_5
Br0942_aammfjim-1	neurons_ambiguous_2
Br0942_aamndjej-1	inhibitory_4
Br0942_aamogadn-1	endothelial_mural_16
Br0942_aamppbfn-1	endothelial_mural_16
Br0942_aandojng-1	endothelial_mural_16
Br0942_aanggojc-1	endothelial_mural_16
Br0942_aanhdebd-1	NE
Br0942_aannmjbi-1	endothelial_mural_16
Br0942_aaoafmmj-1	astrocytes_5
Br0942_aaobcpgk-1	endothelial_mural_16
Br0942_aaodobdh-1	astrocytes_5
Br0942_aaoeejna-1	endothelial_mural_16
Br0942_aaoeodie-1	macrophages_microglia_15
Br0942_aaoepgof-1	endothelial_mural_16
Br0942_aaojddci-1	endothelial_mural_16
Br0942_aaojegfn-1	astrocytes_5
Br0942_aaojlfbb-1	inhibitory_4
Br0942_aaoomppm-1	astrocytes_5
Br0942_aapckmfd-1	neurons_ambiguous_3
Br0942_aapcmccj-1	neurons_ambiguous_3
Br0942_aapdlggp-1	endothelial_mural_16
Br0942_aapfcdpg-1	inhibitory_4
Br0942_aaplfmkb-1	inhibitory_4
Br0942_aapnjfmi-1	neurons_ambiguous_2
Br0942_aapoanbh-1	astrocytes_5
Br0942_abaefcib-1	neurons_ambiguous_2
Br0942_abagplph-1	inhibitory_25
Br0942_abahimmp-1	inhibitory_25
Br0942_abaibamf-1	neurons_ambiguous_2
Br0942_abamiohn-1	inhibitory_25
Br0942_abbcbmgm-1	endothelial_mural_16
Br0942_abbfognk-1	inhibitory_25
Br0942_abbidmie-1	neurons_ambiguous_2
Br0942_abbkmkoj-1	inhibitory_25
Br0942_abblibdc-1	neurons_ambiguous_2
Br0942_abbmjekl-1	endothelial_mural_16
Br0942_abceifdf-1	endothelial_mural_16
Br0942_abckmdcb-1	neurons_ambiguous_1
Br0942_abdcpoji-1	endothelial_mural_16
Br0942_abdefnlp-1	endothelial_mural_16
Br0942_abdengfd-1	endothelial_mural_16
Br0942_abdiacdp-1	endothelial_mural_16
Br0942_abdijddi-1	astrocytes_5
Br0942_abdmaeid-1	astrocytes_5
Br0942_abeelbfb-1	astrocytes_5
Br0942_abehhkfk-1	oligodendrocytes_28
Br0942_abejjlco-1	astrocytes_5
Br0942_abelgoib-1	astrocytes_5
Br0942_abepfkig-1	astrocytes_5
Br0942_abfcedhj-1	macrophages_microglia_15
Br0942_abfhkccm-1	astrocytes_5
Br0942_abfimneg-1	inhibitory_4
Br0942_abfokoad-1	neurons_ambiguous_2
Br0942_abfpkofe-1	astrocytes_5
Br0942_abgbngik-1	neurons_ambiguous_2
Br0942_abgfelof-1	astrocytes_5
Br0942_abggmnkg-1	astrocytes_5
Br0942_abgkfddi-1	neurons_ambiguous_2
Br0942_abgmiamn-1	OPCs_27
Br0942_abgogedc-1	oligodendrocytes_28
Br0942_abgokdkm-1	neurons_ambiguous_1
Br0942_abhaieii-1	oligodendrocytes_28
Br0942_abhfcbad-1	endothelial_mural_16
Br0942_abhfkbpa-1	endothelial_mural_16
Br0942_abhgieoj-1	endothelial_mural_16
Br0942_abhjddpp-1	inhibitory_4
Br0942_abhkiilp-1	inhibitory_4
Br0942_abhklgah-1	astrocytes_5
Br0942_abhojool-1	neurons_ambiguous_2
Br0942_abialoaj-1	macrophages_microglia_15
Br0942_abianndl-1	astrocytes_5
Br0942_abibhpah-1	astrocytes_5
Br0942_abidpmli-1	astrocytes_5
Br0942_abielbbj-1	neurons_ambiguous_2
Br0942_abifickp-1	astrocytes_5
Br0942_abihbgim-1	astrocytes_5
Br0942_abiilldg-1	inhibitory_4
Br0942_abijhidi-1	astrocytes_5
Br0942_abiklabo-1	neurons_ambiguous_2
Br0942_abimocgd-1	neurons_ambiguous_2
Br0942_abinnngj-1	astrocytes_5
Br0942_abjbolgk-1	macrophages_microglia_15
Br0942_abjeomdd-1	astrocytes_5
Br0942_abjfcmhj-1	astrocytes_5
Br0942_abjgjdfp-1	astrocytes_5
Br0942_abjlgkgn-1	astrocytes_5
Br0942_abjmfdoh-1	neurons_ambiguous_2
Br0942_abkcdgpi-1	astrocytes_5
Br0942_abkhbbnm-1	neurons_ambiguous_2
Br0942_abkhgnlp-1	astrocytes_5
Br0942_abkiacjl-1	endothelial_mural_16
Br0942_ablckbcj-1	neurons_ambiguous_2
Br0942_ableegfk-1	endothelial_mural_16
Br0942_ablfkpkh-1	inhibitory_25
Br0942_ablhnajl-1	endothelial_mural_16
Br0942_abliciak-1	endothelial_mural_16
Br0942_abljgcmo-1	neurons_ambiguous_2
Br0942_ablkefad-1	neurons_ambiguous_2
Br0942_abloaicf-1	neurons_ambiguous_2
Br0942_abmbnaej-1	neurons_ambiguous_2
Br0942_abmehced-1	endothelial_mural_16
Br0942_abmgfoga-1	astrocytes_5
Br0942_abmildhm-1	endothelial_mural_16
Br0942_abmllopj-1	endothelial_mural_16
Br0942_abmlnnoj-1	astrocytes_5
Br0942_abmonmfg-1	astrocytes_5
Br0942_abnaghgi-1	astrocytes_5
Br0942_abnbpbgg-1	astrocytes_5
Br0942_abnddljj-1	endothelial_mural_16
Br0942_abnfodkg-1	astrocytes_5
Br0942_abnoinao-1	astrocytes_5
Br0942_abobkodb-1	oligodendrocytes_28
Br0942_abobmlce-1	inhibitory_4
Br0942_aboddljh-1	astrocytes_5
Br0942_abomkgcf-1	inhibitory_25
Br0942_abooiddi-1	inhibitory_25
Br0942_abooingc-1	astrocytes_5
Br0942_abopinhk-1	oligodendrocytes_28
Br0942_acaakkbl-1	macrophages_microglia_15
Br0942_acadbijf-1	neurons_ambiguous_2
Br0942_acajmkhp-1	macrophages_microglia_15
Br0942_acamdfad-1	oligodendrocytes_28
Br0942_acamedii-1	neurons_ambiguous_2
Br0942_acapbgen-1	endothelial_mural_16
Br0942_acbcffgj-1	oligodendrocytes_28
Br0942_acbdcpdd-1	OPCs_27
Br0942_acbikllc-1	OPCs_27
Br0942_acbjmdna-1	oligodendrocytes_28
Br0942_acbmnlbi-1	endothelial_mural_16
Br0942_acbnogfd-1	astrocytes_5
Br0942_acbodkdd-1	endothelial_mural_16
Br0942_acbooieo-1	endothelial_mural_16
Br0942_acbpahij-1	endothelial_mural_16
Br0942_acbpkgjg-1	astrocytes_5
Br0942_acbpmdba-1	endothelial_mural_16
Br0942_acbpobbi-1	endothelial_mural_16
Br0942_accacnjd-1	inhibitory_25
Br0942_acccgodd-1	neurons_ambiguous_2
Br0942_accckaoo-1	inhibitory_4
Br0942_accdahfi-1	inhibitory_25
Br0942_accdamoj-1	inhibitory_25
Br0942_accdjjme-1	neurons_ambiguous_2
Br0942_accepjmd-1	inhibitory_25
Br0942_acckmobo-1	endothelial_mural_16
Br0942_accninoh-1	endothelial_mural_16
Br0942_acdgjccg-1	oligodendrocytes_10
Br0942_acdhfmpo-1	astrocytes_5
Br0942_acdmlkgc-1	neurons_ambiguous_2
Br0942_acdogdpn-1	neurons_ambiguous_2
Br0942_acdonhic-1	inhibitory_4
Br0942_acdpdibk-1	neurons_ambiguous_2
Br0942_aceabeef-1	endothelial_mural_16
Br0942_aceegfdd-1	inhibitory_25
Br0942_acefoekf-1	inhibitory_4
Br0942_aceghema-1	endothelial_mural_16
Br0942_aceljedo-1	inhibitory_4
Br0942_acepamig-1	astrocytes_5
Br0942_acfcfppa-1	neurons_ambiguous_2
Br0942_acfcghkc-1	neurons_ambiguous_2
Br0942_acfcjglo-1	astrocytes_5
Br0942_acfeacia-1	astrocytes_5
Br0942_acffllka-1	neurons_ambiguous_2
Br0942_acfhcaoe-1	inhibitory_4
Br0942_acfhcpmo-1	neurons_ambiguous_2
Br0942_acfhfmhm-1	inhibitory_4
Br0942_acfielki-1	neurons_ambiguous_2
Br0942_acfkneel-1	oligodendrocytes_28
Br0942_acfookbe-1	astrocytes_5
Br0942_acgbabdb-1	astrocytes_5
Br0942_acgbgdog-1	neurons_ambiguous_2
Br0942_acggilcb-1	neurons_ambiguous_2
Br0942_acggpdnd-1	astrocytes_5
Br0942_acgkaljl-1	inhibitory_4
Br0942_acgmclih-1	astrocytes_5
Br0942_acgnfjph-1	astrocytes_5
Br0942_acgnkhcn-1	endothelial_mural_16
Br0942_acgpbknb-1	astrocytes_5
Br0942_achbpgno-1	inhibitory_4
Br0942_achkemkk-1	astrocytes_5
Br0942_achkofhi-1	astrocytes_5
Br0942_achpcgkg-1	astrocytes_5
Br0942_acicfdkb-1	inhibitory_4
Br0942_aciekcdo-1	inhibitory_14
Br0942_acigbmpl-1	neurons_ambiguous_2
Br0942_acigpiep-1	oligodendrocytes_28
Br0942_acilelpm-1	inhibitory_4
Br0942_acilkoll-1	inhibitory_4
Br0942_acjbifjg-1	neurons_ambiguous_2
Br0942_acjdkomc-1	inhibitory_4
Br0942_acjebnnb-1	inhibitory_4
Br0942_acjeiekf-1	inhibitory_25
Br0942_acjemogi-1	oligodendrocytes_28
Br0942_acjgondp-1	astrocytes_5
Br0942_ackjdgnk-1	oligodendrocytes_10
Br0942_ackkjaaa-1	inhibitory_4
Br0942_ackkldae-1	oligodendrocytes_10
Br0942_ackldgdo-1	inhibitory_25
Br0942_ackljfhb-1	oligodendrocytes_10
Br0942_ackobafi-1	inhibitory_25
Br0942_acmbibdf-1	endothelial_mural_16
Br0942_acmdajag-1	endothelial_mural_16
Br0942_acmdfepp-1	endothelial_mural_16
Br0942_acmfhola-1	inhibitory_4
Br0942_acmmmcna-1	inhibitory_25
Br0942_acnajlpn-1	endothelial_mural_16
Br0942_acnboikd-1	endothelial_mural_16
Br0942_acnekoid-1	neurons_ambiguous_2
Br0942_acneokbn-1	astrocytes_5
Br0942_acnfnjmf-1	endothelial_mural_16
Br0942_acnjcnkh-1	oligodendrocytes_10
Br0942_acnplaap-1	inhibitory_4
Br0942_acoahkjo-1	oligodendrocytes_10
Br0942_aconfgoo-1	oligodendrocytes_10
Br0942_acooocof-1	astrocytes_5
Br0942_acpbgnan-1	astrocytes_5
Br0942_acpeckce-1	inhibitory_25
Br0942_acpfiahf-1	endothelial_mural_16
Br0942_acpfkjnd-1	astrocytes_5
Br0942_acpfnggg-1	astrocytes_5
Br0942_acpgalcp-1	neurons_ambiguous_2
Br0942_acpjmipd-1	inhibitory_14
Br0942_acpmijeo-1	endothelial_mural_16
Br0942_acpnkikm-1	astrocytes_5
Br0942_adaakmeo-1	astrocytes_5
Br0942_adabbicn-1	oligodendrocytes_28
Br0942_adadogei-1	endothelial_mural_16
Br0942_adahkdhc-1	astrocytes_5
Br0942_adajonll-1	endothelial_mural_16
Br0942_adalgilb-1	astrocytes_5
Br0942_adaloefo-1	astrocytes_5
Br0942_adanhlgg-1	astrocytes_5
Br0942_adaodlpn-1	neurons_ambiguous_2
Br0942_adbdlkem-1	neurons_ambiguous_2
Br0942_adbebfkl-1	inhibitory_4
Br0942_adbgohha-1	neurons_ambiguous_2
Br0942_adbgoidk-1	astrocytes_5
Br0942_adbjblbn-1	neurons_ambiguous_2
Br0942_adbkbpfb-1	astrocytes_5
Br0942_adcdbgce-1	neurons_ambiguous_2
Br0942_adcdoeff-1	endothelial_mural_16
Br0942_adcemnoc-1	inhibitory_4
Br0942_adcgfljb-1	endothelial_mural_16
Br0942_adcgniia-1	oligodendrocytes_28
Br0942_adchpllh-1	astrocytes_5
Br0942_addaabim-1	macrophages_microglia_15
Br0942_addfibaf-1	astrocytes_5
Br0942_addgkiba-1	astrocytes_5
Br0942_addiickk-1	astrocytes_5
Br0942_addkegip-1	endothelial_mural_16
Br0942_addkomea-1	neurons_ambiguous_2
Br0942_addmmlgm-1	oligodendrocytes_28
Br0942_addoccnm-1	astrocytes_5
Br0942_adeegicm-1	inhibitory_4
Br0942_adefgeco-1	OPCs_27
Br0942_adehmlie-1	oligodendrocytes_28
Br0942_adelpmno-1	neurons_ambiguous_2
Br0942_adffpjhe-1	endothelial_mural_16
Br0942_adfjighc-1	macrophages_microglia_15
Br0942_adfjmbma-1	macrophages_microglia_15
Br0942_adfkinjk-1	neurons_ambiguous_2
Br0942_adfnmnji-1	endothelial_mural_16
Br0942_adgdepja-1	neurons_ambiguous_2
Br0942_adgejinb-1	oligodendrocytes_28
Br0942_adggkdch-1	inhibitory_4
Br0942_adggkhip-1	inhibitory_25
Br0942_adgifoop-1	macrophages_microglia_15
Br0942_adgkgjid-1	neurons_ambiguous_2
Br0942_adhfbmhp-1	macrophages_microglia_15
Br0942_adhkofkl-1	oligodendrocytes_10
Br0942_adhmfcib-1	inhibitory_4
Br0942_adhodkkc-1	oligodendrocytes_10
Br0942_adhplgop-1	inhibitory_25
Br0942_adibdbjn-1	oligodendrocytes_10
Br0942_adidgilm-1	endothelial_mural_16
Br0942_adifeoal-1	endothelial_mural_16
Br0942_adihkigj-1	inhibitory_4
Br0942_adihmmlh-1	oligodendrocytes_10
Br0942_adildpci-1	oligodendrocytes_10
Br0942_adimeeam-1	macrophages_microglia_15
Br0942_adinbngn-1	endothelial_mural_16
Br0942_adiophen-1	neurons_ambiguous_3
Br0942_adipccfd-1	endothelial_mural_16
Br0942_adjbkgbd-1	endothelial_mural_16
Br0942_adjfcaoo-1	neurons_ambiguous_2
Br0942_adjlfanb-1	inhibitory_4
Br0942_adkdnldc-1	endothelial_mural_16
Br0942_adkeeelg-1	inhibitory_4
Br0942_adkjldmk-1	oligodendrocytes_28
Br0942_adkjoplf-1	oligodendrocytes_12
Br0942_adklmcbl-1	oligodendrocytes_12
Br0942_adkonbkp-1	astrocytes_5
Br0942_adlajgmg-1	neurons_ambiguous_2
Br0942_adlbcjdh-1	inhibitory_4
Br0942_adldokma-1	oligodendrocytes_28
Br0942_adleafgh-1	neurons_ambiguous_2
Br0942_adlgcibk-1	astrocytes_5
Br0942_adlgknph-1	astrocytes_5
Br0942_adlhofap-1	neurons_ambiguous_2
Br0942_adliijin-1	astrocytes_5
Br0942_adlkaipb-1	neurons_ambiguous_2
Br0942_admgnfbi-1	inhibitory_4
Br0942_admhdkcj-1	inhibitory_4
Br0942_admioace-1	neurons_ambiguous_2
Br0942_admkkofn-1	neurons_ambiguous_2
Br0942_admmcgij-1	neurons_ambiguous_2
Br0942_adndldep-1	astrocytes_5
Br0942_adnikoip-1	endothelial_mural_16
Br0942_adnkfmai-1	endothelial_mural_16
Br0942_adnnmglp-1	astrocytes_5
Br0942_adogejdd-1	astrocytes_5
Br0942_adojmfif-1	oligodendrocytes_10
Br0942_adokkemd-1	astrocytes_5
Br0942_adommnom-1	astrocytes_5
Br0942_adoonlff-1	oligodendrocytes_10
Br0942_adpbmnbp-1	astrocytes_5
Br0942_adpeocfg-1	oligodendrocytes_28
Br0942_adpggmdi-1	macrophages_microglia_15
Br0942_adpjefoj-1	macrophages_microglia_15
Br0942_adpmbfmm-1	astrocytes_5
Br0942_aeabklac-1	macrophages_microglia_15
Br0942_aeaeffel-1	astrocytes_5
Br0942_aeaehjib-1	neurons_ambiguous_2
Br0942_aeagmlja-1	oligodendrocytes_28
Br0942_aeakbiji-1	neurons_ambiguous_2
Br0942_aeamhjil-1	astrocytes_5
Br0942_aeangjge-1	macrophages_microglia_15
Br0942_aebaodob-1	neurons_ambiguous_1
Br0942_aebdkfnn-1	oligodendrocytes_28
Br0942_aebepbii-1	endothelial_mural_16
Br0942_aebfbpke-1	astrocytes_5
Br0942_aebhdfdh-1	endothelial_mural_16
Br0942_aebijdmb-1	neurons_ambiguous_1
Br0942_aebmjhom-1	oligodendrocytes_10
Br0942_aebobkjh-1	endothelial_mural_16
Br0942_aeccgnld-1	macrophages_microglia_15
Br0942_aeccmgof-1	endothelial_mural_16
Br0942_aecddoig-1	astrocytes_5
Br0942_aecgbfgj-1	endothelial_mural_16
Br0942_aecgkkja-1	oligodendrocytes_10
Br0942_aeckpcie-1	inhibitory_4
Br0942_aecpoleg-1	inhibitory_4
Br0942_aedancgl-1	astrocytes_5
Br0942_aedgdmla-1	oligodendrocytes_10
Br0942_aedgglmn-1	astrocytes_5
Br0942_aedhbedi-1	macrophages_microglia_15
Br0942_aedkoopb-1	OPCs_27
Br0942_aedllenn-1	astrocytes_5
Br0942_aednkcog-1	neurons_ambiguous_2
Br0942_aedpebha-1	neurons_ambiguous_2
Br0942_aeebbipi-1	neurons_ambiguous_2
Br0942_aeecdhmg-1	astrocytes_5
Br0942_aeeiooam-1	astrocytes_5
Br0942_aeeogaci-1	neurons_ambiguous_2
Br0942_aefchomp-1	astrocytes_5
Br0942_aefgnako-1	endothelial_mural_16
Br0942_aefiambj-1	inhibitory_25
Br0942_aefjcajp-1	neurons_ambiguous_2
Br0942_aefjmmle-1	inhibitory_4
Br0942_aeflhfjk-1	neurons_ambiguous_2
Br0942_aefmdfla-1	neurons_ambiguous_2
Br0942_aefpddoh-1	astrocytes_5
Br0942_aegcngop-1	astrocytes_5
Br0942_aegfgpll-1	endothelial_mural_16
Br0942_aeggdegl-1	oligodendrocytes_28
Br0942_aeggmbdb-1	inhibitory_4
Br0942_aeghaomj-1	inhibitory_25
Br0942_aeghimem-1	oligodendrocytes_28
Br0942_aeghjfml-1	astrocytes_5
Br0942_aegigfne-1	neurons_ambiguous_2
Br0942_aegkdfag-1	neurons_ambiguous_2
Br0942_aeglacbd-1	endothelial_mural_16
Br0942_aegoeegg-1	endothelial_mural_16
Br0942_aehcaoho-1	inhibitory_4
Br0942_aehdfdno-1	oligodendrocytes_10
Br0942_aehiemkc-1	endothelial_mural_16
Br0942_aehinpge-1	excitatory_26
Br0942_aehjnkbe-1	inhibitory_4
Br0942_aehkogob-1	astrocytes_5
Br0942_aehlancd-1	astrocytes_5
Br0942_aehmmmlj-1	astrocytes_5
Br0942_aehnfghj-1	OPCs_27
Br0942_aehpbeop-1	oligodendrocytes_28
Br0942_aehpddgb-1	neurons_ambiguous_3
Br0942_aehpecle-1	neurons_ambiguous_2
Br0942_aehphahl-1	inhibitory_25
Br0942_aeibggnh-1	inhibitory_25
Br0942_aeidfoep-1	oligodendrocytes_10
Br0942_aeidjajk-1	astrocytes_5
Br0942_aeigfcff-1	inhibitory_4
Br0942_aeikddok-1	astrocytes_5
Br0942_aeimmbef-1	endothelial_mural_16
Br0942_aeiobmbi-1	inhibitory_4
Br0942_aeiohcol-1	inhibitory_4
Br0942_aejadjlc-1	oligodendrocytes_28
Br0942_aejdgkgj-1	astrocytes_5
Br0942_aejdpmca-1	astrocytes_5
Br0942_aejebokn-1	endothelial_mural_16
Br0942_aejhpinl-1	endothelial_mural_16
Br0942_aejinebo-1	neurons_ambiguous_2
Br0942_aejmbeom-1	astrocytes_5
Br0942_aejnkcbd-1	astrocytes_5
Br0942_aejpaehm-1	endothelial_mural_16
Br0942_aekbpema-1	astrocytes_5
Br0942_aekdhkan-1	inhibitory_4
Br0942_aekghmnl-1	endothelial_mural_16
Br0942_aekhfnhh-1	inhibitory_4
Br0942_aekhhmdb-1	inhibitory_4
Br0942_aekjanfe-1	endothelial_mural_16
Br0942_aekmodcj-1	astrocytes_5
Br0942_aekpdbpb-1	astrocytes_5
Br0942_aelchgki-1	endothelial_mural_16
Br0942_aelfffbk-1	inhibitory_4
Br0942_aelglpph-1	neurons_ambiguous_2
Br0942_aelgmjjk-1	endothelial_mural_16
Br0942_aellebli-1	endothelial_mural_16
Br0942_aellgcoo-1	endothelial_mural_16
Br0942_aelmaenh-1	inhibitory_4
Br0942_aelmhfhb-1	endothelial_mural_16
Br0942_aemacgac-1	endothelial_mural_16
Br0942_aemeeobm-1	inhibitory_25
Br0942_aemfajpi-1	inhibitory_25
Br0942_aemfkbgg-1	inhibitory_4
Br0942_aemgimmf-1	oligodendrocytes_28
Br0942_aemieack-1	inhibitory_25
Br0942_aemkpbpn-1	inhibitory_4
Br0942_aenicdik-1	inhibitory_4
Br0942_aenmdecd-1	inhibitory_4
Br0942_aennpdlj-1	inhibitory_25
Br0942_aeocbbpf-1	endothelial_mural_16
Br0942_aeohclmj-1	endothelial_mural_16
Br0942_aeokgbjc-1	inhibitory_4
Br0942_aeolphpn-1	inhibitory_25
Br0942_aeonljbl-1	oligodendrocytes_10
Br0942_aeopjgen-1	inhibitory_14
Br0942_aepdkcfd-1	astrocytes_5
Br0942_aepkbcdi-1	endothelial_mural_16
Br0942_aepljnjn-1	neurons_ambiguous_2
Br0942_aeppnnpl-1	astrocytes_5
Br0942_afaajicp-1	endothelial_mural_16
Br0942_afadddgm-1	endothelial_mural_16
Br0942_afadehim-1	inhibitory_4
Br0942_afafojjp-1	astrocytes_5
Br0942_afagfkbn-1	astrocytes_5
Br0942_afajefed-1	astrocytes_5
Br0942_afajjeme-1	endothelial_mural_16
Br0942_afaklbao-1	astrocytes_5
Br0942_afalhnmi-1	astrocytes_5
Br0942_afamhcdd-1	neurons_ambiguous_1
Br0942_afaokedo-1	inhibitory_4
Br0942_afbgpood-1	astrocytes_5
Br0942_afbhecgl-1	endothelial_mural_16
Br0942_afbidjmn-1	inhibitory_4
Br0942_afbidoni-1	neurons_ambiguous_2
Br0942_afbiiehn-1	endothelial_mural_16
Br0942_afbkelib-1	endothelial_mural_16
Br0942_afbmkjbk-1	endothelial_mural_16
Br0942_afbonffi-1	endothelial_mural_16
Br0942_afccobcl-1	neurons_ambiguous_2
Br0942_afcdnnan-1	endothelial_mural_16
Br0942_afcfiini-1	neurons_ambiguous_2
Br0942_afchokio-1	neurons_ambiguous_2
Br0942_afckknef-1	astrocytes_5
Br0942_afcnanoa-1	oligodendrocytes_10
Br0942_afcneopd-1	inhibitory_4
Br0942_afdfoocd-1	inhibitory_25
Br0942_afdhkcgp-1	inhibitory_4
Br0942_afdkkaih-1	astrocytes_5
Br0942_afdlahek-1	astrocytes_5
Br0942_afdlmihj-1	inhibitory_4
Br0942_afdlndpm-1	endothelial_mural_16
Br0942_afdoakfo-1	macrophages_microglia_15
Br0942_afdobafe-1	astrocytes_5
Br0942_afdpmfda-1	inhibitory_4
Br0942_afebihhc-1	endothelial_mural_16
Br0942_afecahdi-1	astrocytes_5
Br0942_afeccgcl-1	neurons_ambiguous_2
Br0942_afeebhho-1	astrocytes_5
Br0942_afehmfpp-1	endothelial_mural_16
Br0942_afekjhnb-1	neurons_ambiguous_2
Br0942_afeocakm-1	neurons_ambiguous_2
Br0942_afepbhhk-1	OPCs_27
Br0942_afepiknp-1	OPCs_27
Br0942_affbbfpi-1	astrocytes_5
Br0942_affbgdld-1	astrocytes_5
Br0942_affbhkkn-1	endothelial_mural_16
Br0942_affgkjok-1	astrocytes_5
Br0942_affhjgll-1	neurons_ambiguous_2
Br0942_affhogbn-1	astrocytes_5
Br0942_affiejfj-1	inhibitory_4
Br0942_afflnalc-1	astrocytes_5
Br0942_affnmpcj-1	inhibitory_4
Br0942_affplijc-1	endothelial_mural_16
Br0942_afgckhjg-1	neurons_ambiguous_2
Br0942_afgcnjpk-1	neurons_ambiguous_2
Br0942_afgcpbjl-1	endothelial_mural_16
Br0942_afgfgokm-1	astrocytes_5
Br0942_afgflibj-1	astrocytes_5
Br0942_afgiedik-1	neurons_ambiguous_2
Br0942_afgpcdem-1	neurons_ambiguous_2
Br0942_afhbkbjc-1	neurons_ambiguous_2
Br0942_afhfloce-1	oligodendrocytes_28
Br0942_afhideil-1	astrocytes_5
Br0942_afhikfpo-1	astrocytes_5
Br0942_afhkpmmg-1	inhibitory_4
Br0942_afikcpfa-1	endothelial_mural_16
Br0942_afiknbdl-1	endothelial_mural_16
Br0942_afimefjl-1	endothelial_mural_16
Br0942_afimomnm-1	endothelial_mural_16
Br0942_afinfnpm-1	endothelial_mural_16
Br0942_afjagakj-1	endothelial_mural_16
Br0942_afjdaano-1	neurons_ambiguous_3
