rn	LCloose	LCstrict	gained_or_altered_byNMseg_and_LCstrict	gained_or_altered_byNMseg_and_LCloose
Br1105_kncaacan-1	LC	No	No	No
Br1105_kncdahig-1	No	No	No	No
Br1105_kncgbpih-1	No	No	No	No
Br1105_knchmkhe-1	No	No	No	No
Br1105_knchpadk-1	No	No	No	No
Br1105_kncimgap-1	No	No	No	No
Br1105_kndcgneo-1	LC	LC	Yes	No
Br1105_kndidgjo-1	No	No	No	No
Br1105_kneaopcc-1	No	No	No	No
Br1105_knecbmfp-1	LC	No	No	No
Br1105_knejheeb-1	No	No	No	No
Br1105_knejipcd-1	No	No	No	No
Br1105_knempkdj-1	No	No	No	No
Br1105_knfbdgkp-1	LC	No	No	No
Br1105_knfchlji-1	No	No	No	No
Br1105_knfghlgl-1	No	No	No	No
Br1105_knfibemp-1	No	No	No	No
Br1105_knfjnbff-1	No	No	No	No
Br1105_knfmnlog-1	No	No	No	No
Br1105_knfoehbh-1	No	No	No	No
Br1105_knfpniin-1	No	No	No	No
Br1105_kngbncni-1	No	No	No	No
Br1105_kngcgalk-1	No	No	No	No
Br1105_kngdccbh-1	No	No	No	No
Br1105_kngddodf-1	LC	LC	Yes	No
Br1105_kngfleoa-1	No	No	No	No
Br1105_kngjinfb-1	LC	No	Yes	No
Br1105_kngkbfcg-1	LC	LC	Yes	No
Br1105_kngkpgpp-1	No	No	No	No
Br1105_knheckbe-1	LC	LC	Yes	No
Br1105_knhmpijj-1	No	No	No	No
Br1105_kniahpkf-1	LC	No	Yes	No
Br1105_knicpadk-1	No	No	No	No
Br1105_knidbghb-1	LC	LC	No	No
Br1105_knidhdpe-1	No	No	No	No
Br1105_knifgcbh-1	LC	LC	Yes	No
Br1105_knjjidel-1	LC	LC	Yes	No
Br1105_knjkjhae-1	LC	LC	Yes	No
Br1105_knkbnbea-1	No	No	No	No
Br1105_knkdlpel-1	No	No	No	No
Br1105_knkebmmj-1	LC	LC	Yes	No
Br1105_knkepkpi-1	No	No	No	No
Br1105_knkhgbmb-1	No	No	No	No
Br1105_knkjomlh-1	No	No	No	No
Br1105_knlcaaji-1	LC	No	No	No
Br1105_knmajokh-1	LC	No	No	No
Br1105_knmaknpn-1	No	No	No	No
Br1105_knmboooh-1	No	No	No	No
Br1105_knmigobb-1	No	No	No	No
Br1105_knmjajal-1	No	No	No	No
Br1105_knmkpopa-1	No	No	No	No
Br1105_knmlalen-1	No	No	No	No
Br1105_knmplgge-1	No	No	No	No
Br1105_knnjfjhk-1	No	No	No	No
Br1105_knnkcmgm-1	No	No	No	No
Br1105_knnoebdb-1	No	No	No	No
Br1105_knommgke-1	No	No	No	No
Br1105_knpecdkc-1	No	No	No	No
Br1105_knphfego-1	No	No	No	No
Br1105_knpkdflg-1	No	No	No	No
Br1105_knpoojal-1	No	No	No	No
Br1105_koaclkpj-1	No	No	No	No
Br1105_kobhdbla-1	LC	LC	Yes	No
Br1105_kobheech-1	No	No	No	No
Br1105_kobhnjnl-1	No	No	No	No
Br1105_koboamcj-1	No	No	No	No
Br1105_kocapgmm-1	No	No	No	No
Br1105_kocfdjmn-1	No	No	No	No
Br1105_kociacof-1	No	No	No	No
Br1105_kocigklg-1	No	No	No	No
Br1105_kockkeda-1	No	No	No	No
Br1105_koclpdid-1	No	No	No	No
Br1105_kocmefil-1	No	No	No	No
Br1105_kocpdedl-1	No	No	No	No
Br1105_kodfklfm-1	No	No	No	No
Br1105_kodfmlic-1	No	No	No	No
Br1105_kodhinea-1	No	No	No	No
Br1105_kodjiflj-1	No	No	No	No
Br1105_kodjlfic-1	No	No	No	No
Br1105_kodlgpfa-1	No	No	No	No
Br1105_kodmijpg-1	No	No	No	No
Br1105_kodmjgmi-1	No	No	No	No
Br1105_kodnhhpn-1	No	No	No	No
Br1105_kodnppka-1	No	No	No	No
Br1105_koecclff-1	No	No	No	No
Br1105_koeifgoo-1	No	No	No	No
Br1105_koeknhmb-1	No	No	No	No
Br1105_koengjfn-1	No	No	No	No
Br1105_koffdlgd-1	No	No	No	No
Br1105_koffgmof-1	No	No	No	No
Br1105_kofgmcfk-1	No	No	No	No
Br1105_koflmelk-1	No	No	No	No
Br1105_kogfckgh-1	No	No	No	No
Br1105_kogpgdbk-1	No	No	No	No
Br1105_kogphejd-1	No	No	No	No
Br1105_kohfkocc-1	No	No	No	No
Br1105_kohgpkef-1	No	No	No	No
Br1105_kohhbkim-1	No	No	No	No
Br1105_kohjdkna-1	No	No	No	No
Br1105_koiefelj-1	No	No	No	No
Br1105_koiejino-1	No	No	No	No
Br1105_koihohhn-1	No	No	No	No
Br1105_kojddaig-1	No	No	No	No
Br1105_kojgdpoh-1	No	No	No	No
Br1105_kojikhgm-1	No	No	No	No
Br1105_kojkjdgc-1	No	No	No	No
Br1105_kojlpjgn-1	No	No	No	No
Br1105_kojmiepc-1	No	No	No	No
Br1105_kojnmljo-1	No	No	No	No
Br1105_kokcibhg-1	No	No	No	No
Br1105_kokocecf-1	No	No	No	No
Br1105_kolbebmi-1	No	No	No	No
Br1105_kolbodcl-1	No	No	No	No
Br1105_kolfdchd-1	No	No	No	No
Br1105_kolljpcf-1	No	No	No	No
Br1105_kolmiejo-1	No	No	No	No
Br1105_koloakdn-1	No	No	No	No
Br1105_kolplpaa-1	No	No	No	No
Br1105_komekdop-1	No	No	No	No
Br1105_komkehjp-1	No	No	No	No
Br1105_kommaebc-1	No	No	No	No
Br1105_kommapie-1	No	No	No	No
Br1105_konahfaa-1	No	No	No	No
Br1105_koniicbm-1	No	No	No	No
Br1105_kooaelha-1	No	No	No	No
Br1105_kooidblk-1	No	No	No	No
Br1105_kooieckf-1	No	No	No	No
Br1105_koolgdaf-1	No	No	No	No
Br1105_kopbfckk-1	No	No	No	No
Br1105_kopcbbio-1	LC	LC	Yes	No
Br1105_kopdggan-1	LC	No	No	No
Br1105_kophekmh-1	No	No	No	No
Br1105_kophgflo-1	LC	LC	Yes	No
Br1105_kopiclho-1	No	No	No	No
Br1105_kopicnjn-1	No	No	No	No
Br1105_kpaaffaa-1	LC	No	No	No
Br1105_kpadejia-1	No	No	No	No
Br1105_kpaendhf-1	No	No	No	No
Br1105_kpafeile-1	No	No	No	No
Br1105_kpajbgjl-1	No	No	No	No
Br1105_kpakbaje-1	No	No	No	No
Br1105_kpbdfobg-1	No	No	No	No
Br1105_kpbjgdmg-1	No	No	No	No
Br1105_kpbmdmod-1	No	No	No	No
Br1105_kpbmnnfp-1	No	No	No	No
Br1105_kpbmpplm-1	No	No	No	No
Br1105_kpcgkikk-1	LC	LC	Yes	No
Br1105_kpcidefe-1	No	No	No	No
Br1105_kpciffkh-1	LC	No	No	No
Br1105_kpckkdhg-1	No	No	No	No
Br1105_kpclmbel-1	No	No	No	No
Br1105_kpcoennj-1	LC	No	Yes	No
Br1105_kpdeafba-1	No	No	No	No
Br1105_kpdeccdh-1	No	No	No	No
Br1105_kpdgjoaj-1	No	No	No	No
Br1105_kpdhjofn-1	LC	LC	Yes	No
Br1105_kpdkenbg-1	No	No	No	No
Br1105_kpdocanm-1	No	No	No	No
Br1105_kpdpminj-1	No	No	No	No
Br1105_kpehfhcj-1	No	No	No	No
Br1105_kpehkanh-1	No	No	No	No
Br1105_kpekhnbc-1	No	No	No	No
Br1105_kpeldbkn-1	No	No	No	No
Br1105_kpelhggg-1	No	No	No	No
Br1105_kpfbejde-1	No	No	No	No
Br1105_kpfbileo-1	No	No	No	No
Br1105_kpfhmcgp-1	No	No	No	No
Br1105_kpflajim-1	No	No	No	No
Br1105_kpfnkmhp-1	No	No	No	No
Br1105_kpgcfpdb-1	No	No	No	No
Br1105_kpgckfbg-1	No	No	No	No
Br1105_kpgcpbic-1	No	No	No	No
Br1105_kpggkkeh-1	No	No	No	No
Br1105_kpgkbioc-1	No	No	No	No
Br1105_kpgkndii-1	No	No	No	No
Br1105_kpgndapg-1	LC	No	Yes	No
Br1105_kpgobpkj-1	No	No	No	No
Br1105_kphgjcac-1	LC	No	Yes	No
Br1105_kphhombc-1	No	No	No	No
Br1105_kphikigd-1	LC	No	Yes	No
Br1105_kphjkgng-1	No	No	No	No
Br1105_kphkbffi-1	No	No	No	No
Br1105_kphllafb-1	No	No	No	No
Br1105_kphphhpl-1	No	No	No	No
Br1105_kpijgjpk-1	No	No	No	No
Br1105_kpilfifk-1	No	No	No	No
Br1105_kpjaoghm-1	No	No	No	No
Br1105_kpjdjjdj-1	No	No	No	No
Br1105_kpjnopba-1	LC	LC	Yes	No
Br1105_kpjpklcb-1	No	No	No	No
Br1105_kpklhoni-1	No	No	No	No
Br1105_kpklifim-1	LC	No	No	No
Br1105_kpldjinj-1	No	No	No	No
Br1105_kpldkpne-1	No	No	No	No
Br1105_kpleghmn-1	No	No	No	No
Br1105_kpleobpd-1	No	No	No	No
Br1105_kplmfbdi-1	No	No	No	No
Br1105_kplmncih-1	No	No	No	No
Br1105_kpmbgoij-1	No	No	No	No
Br1105_kpmhekpd-1	No	No	No	No
Br1105_kpmiddlb-1	No	No	No	No
Br1105_kpmodfdj-1	LC	LC	Yes	No
Br1105_kpnfmdfb-1	No	No	No	No
Br1105_kpnpapoo-1	No	No	No	No
Br1105_kpnplppi-1	No	No	No	No
Br1105_kpodoean-1	No	No	No	No
Br1105_kpofenjk-1	No	No	No	No
Br1105_kpohjpcc-1	No	No	No	No
Br1105_kpomdpdm-1	No	No	No	No
Br1105_kponobaa-1	No	No	No	No
Br1105_kpopfefk-1	No	No	No	No
Br1105_kpoplblb-1	No	No	No	No
Br1105_kppgfenb-1	No	No	No	No
Br1105_kppmaflm-1	No	No	No	No
Br1105_kpppdfcj-1	No	No	No	No
Br1105_laablfke-1	No	No	No	No
Br1105_laaehbcb-1	No	No	No	No
Br1105_laajaann-1	No	No	No	No
Br1105_laajkfck-1	No	No	No	No
Br1105_laakgbil-1	No	No	No	No
Br1105_laamidid-1	LC	LC	No	No
Br1105_laanhmni-1	No	No	No	No
Br1105_labanjbd-1	No	No	No	No
Br1105_labbofck-1	No	No	No	No
Br1105_labdjnac-1	No	No	No	No
Br1105_labgaihd-1	LC	No	Yes	No
Br1105_labipecp-1	No	No	No	No
Br1105_labohebg-1	No	No	No	No
Br1105_labppoen-1	No	No	No	No
Br1105_lacbfgml-1	No	No	No	No
Br1105_laccijgj-1	No	No	No	No
Br1105_lacdodmd-1	No	No	No	No
Br1105_lacfagpo-1	No	No	No	No
Br1105_lacgdpdl-1	No	No	No	No
Br1105_ladaaian-1	No	No	No	No
Br1105_ladeaeil-1	No	No	No	No
Br1105_ladlinjh-1	No	No	No	No
Br1105_ladmgfhj-1	No	No	No	No
Br1105_laecdbii-1	No	No	No	No
Br1105_laeimidb-1	No	No	No	No
Br1105_laejnanm-1	No	No	No	No
Br1105_laeklpne-1	No	No	No	No
Br1105_laeolnml-1	No	No	No	No
Br1105_lafckacg-1	No	No	No	No
Br1105_lafgccij-1	No	No	No	No
Br1105_lafmgpgn-1	No	No	No	No
Br1105_lafnmpgm-1	No	No	No	No
Br1105_lagbigpg-1	No	No	No	No
Br1105_lagnlkjp-1	No	No	No	No
Br1105_lahaiifa-1	No	No	No	No
Br1105_laiamlfa-1	No	No	No	No
Br1105_laighocp-1	No	No	No	No
Br1105_laigokbg-1	No	No	No	No
Br1105_laijdpfd-1	No	No	No	No
Br1105_laijfnoh-1	No	No	No	No
Br1105_lailckfd-1	No	No	No	No
Br1105_lajfoafa-1	No	No	No	No
Br1105_lajiielf-1	No	No	No	No
Br1105_lajjfbjg-1	No	No	No	No
Br1105_lajloeaa-1	LC	No	No	No
Br1105_lajmahce-1	No	No	No	No
Br1105_lakaeepa-1	No	No	No	No
Br1105_lakajeko-1	No	No	No	No
Br1105_lakckkmg-1	No	No	No	No
Br1105_lakdlfhe-1	No	No	No	No
Br1105_lakiophk-1	No	No	No	No
Br1105_lakoanlg-1	No	No	No	No
Br1105_lamgmifj-1	No	No	No	No
Br1105_lamhojpl-1	No	No	No	No
Br1105_lamjlfjn-1	No	No	No	No
Br1105_lamkgake-1	No	No	No	No
Br1105_lamonnng-1	No	No	No	No
Br1105_lanboena-1	No	No	No	No
Br1105_lanhkakg-1	No	No	No	No
Br1105_lanicjog-1	No	No	No	No
Br1105_lannegao-1	No	No	No	No
Br1105_laojpmpk-1	No	No	No	No
Br1105_laoldcdc-1	No	No	No	No
Br1105_laonbmih-1	No	No	No	No
Br1105_lapgnapj-1	No	No	No	No
Br1105_lapkfnph-1	No	No	No	No
Br1105_laplhmdl-1	No	No	No	No
Br1105_lapnlbae-1	No	No	No	No
Br1105_lapnnhmb-1	No	No	No	No
Br1105_lapojlln-1	No	No	No	No
Br1105_lapopfdo-1	No	No	No	No
Br1105_lbabnhin-1	No	No	No	No
Br1105_lbaddfmo-1	No	No	No	No
Br1105_lbakidhj-1	No	No	No	No
Br1105_lbanbjmf-1	No	No	No	No
Br1105_lbaojfmp-1	No	No	No	No
Br1105_lbbcmmfj-1	No	No	No	No
Br1105_lbbhmjlg-1	No	No	No	No
Br1105_lbbnoddm-1	No	No	No	No
Br1105_lbcbebmi-1	No	No	No	No
Br1105_lbcndepa-1	No	No	No	No
Br1105_lbdddndg-1	No	No	No	No
Br1105_lbdgkpje-1	No	No	No	No
Br1105_lbdijaol-1	No	No	No	No
Br1105_lbdjndme-1	No	No	No	No
Br1105_lbdlecob-1	No	No	No	No
Br1105_lbdoffpp-1	No	No	No	No
Br1105_lbednpej-1	No	No	No	No
Br1105_lbehlhnp-1	No	No	No	No
Br1105_lbejenpl-1	No	No	No	No
Br1105_lbejodcn-1	No	No	No	No
Br1105_lbeojpbc-1	No	No	No	No
Br1105_lbepbdbp-1	No	No	No	No
Br1105_lbfedcic-1	No	No	No	No
Br1105_lbfhnllm-1	No	No	No	No
Br1105_lbfilkel-1	No	No	No	No
Br1105_lbfjbnjp-1	No	No	No	No
Br1105_lbfjidob-1	No	No	No	No
Br1105_lbfkhfnk-1	No	No	No	No
Br1105_lbgioodc-1	No	No	No	No
Br1105_lbglmfgb-1	No	No	No	No
Br1105_lbgpcnja-1	No	No	No	No
Br1105_lbgpeima-1	No	No	No	No
Br1105_lbhamnnb-1	No	No	No	No
Br1105_lbhefccm-1	No	No	No	No
Br1105_lbhfbdif-1	No	No	No	No
Br1105_lbhhcime-1	No	No	No	No
Br1105_lbhinobo-1	No	No	No	No
Br1105_lbhphode-1	No	No	No	No
Br1105_lbiebfci-1	No	No	No	No
Br1105_lbiegcol-1	No	No	No	No
Br1105_lbifacfa-1	No	No	No	No
Br1105_lbigelbb-1	No	No	No	No
Br1105_lbijemne-1	No	No	No	No
Br1105_lbimhdig-1	No	No	No	No
Br1105_lbjamiln-1	No	No	No	No
Br1105_lbjckemm-1	No	No	No	No
Br1105_lbjhkmgb-1	No	No	No	No
Br1105_lbjinlda-1	No	No	No	No
Br1105_lbjinoef-1	No	No	No	No
Br1105_lbjkaima-1	No	No	No	No
Br1105_lbjkphml-1	No	No	No	No
Br1105_lbkbngoa-1	No	No	No	No
Br1105_lbkdnnom-1	No	No	No	No
Br1105_lbkhndjd-1	No	No	No	No
Br1105_lbkhpdbd-1	No	No	No	No
Br1105_lbkolhii-1	No	No	No	No
Br1105_lblaohhe-1	No	No	No	No
Br1105_lblgbpgj-1	No	No	No	No
Br1105_lblljcpi-1	No	No	No	No
Br1105_lbllnhak-1	No	No	No	No
Br1105_lbmklffp-1	No	No	No	No
Br1105_lbmlikdg-1	No	No	No	No
Br1105_lbmpkjnp-1	No	No	No	No
Br1105_lbnaaphb-1	No	No	No	No
Br1105_lbnafbpe-1	No	No	No	No
Br1105_lbncjnib-1	No	No	No	No
Br1105_lbneccbm-1	No	No	No	No
Br1105_lbnfaanc-1	No	No	No	No
Br1105_lbnfdgch-1	No	No	No	No
Br1105_lbngacio-1	No	No	No	No
Br1105_lbnnfldb-1	No	No	No	No
Br1105_lbodjahp-1	No	No	No	No
Br1105_lboednmo-1	No	No	No	No
Br1105_lboehimf-1	No	No	No	No
Br1105_lboeohcd-1	No	No	No	No
Br1105_lbomikea-1	No	No	No	No
Br1105_lbophjho-1	LC	No	No	No
Br1105_lbpdalje-1	No	No	No	No
Br1105_lbpgaeme-1	No	No	No	No
Br1105_lbphobpn-1	No	No	No	No
Br1105_lbpkbkbm-1	No	No	No	No
Br1105_lbpkfcph-1	No	No	No	No
Br1105_lcacgkmc-1	No	No	No	No
Br1105_lcaffddf-1	No	No	No	No
Br1105_lcahnkea-1	No	No	No	No
Br1105_lcaiedah-1	No	No	No	No
Br1105_lcbcihad-1	No	No	No	No
Br1105_lcbicmld-1	No	No	No	No
Br1105_lcbiphfh-1	LC	No	No	No
Br1105_lcbplepc-1	No	No	No	No
Br1105_lccbbjln-1	No	No	No	No
Br1105_lcccllmc-1	No	No	No	No
Br1105_lccdlblm-1	No	No	No	No
Br1105_lcchagmd-1	No	No	No	No
Br1105_lccmegdi-1	No	No	No	No
Br1105_lcdaphbj-1	No	No	No	No
Br1105_lcdgocoj-1	No	No	No	No
Br1105_lcdjfokp-1	LC	No	No	No
Br1105_lcdkagem-1	No	No	No	No
Br1105_lcefgpik-1	No	No	No	No
Br1105_lcekapjb-1	No	No	No	No
Br1105_lcfckjhj-1	No	No	No	No
Br1105_lcfdjonl-1	No	No	No	No
Br1105_lcfhamdl-1	No	No	No	No
Br1105_lcfhjnmg-1	No	No	No	No
Br1105_lcfmapgc-1	No	No	No	No
Br1105_lcgackkb-1	LC	No	No	No
Br1105_lcgbbcdf-1	No	No	No	No
Br1105_lcgcdoha-1	No	No	No	No
Br1105_lcgfdmbi-1	No	No	No	No
Br1105_lchhdgad-1	No	No	No	No
Br1105_lchkahbf-1	LC	No	No	No
Br1105_lchkchdp-1	No	No	No	No
Br1105_lchlpjkm-1	No	No	No	No
Br1105_lchnognd-1	No	No	No	No
Br1105_lciaceca-1	No	No	No	No
Br1105_lciclhim-1	LC	LC	Yes	No
Br1105_lcicnmfe-1	No	No	No	No
Br1105_lciemoep-1	No	No	No	No
Br1105_lciihipb-1	LC	No	No	No
Br1105_lcillokj-1	No	No	No	No
Br1105_lcjjemoa-1	No	No	No	No
Br1105_lckcggph-1	No	No	No	No
Br1105_lclglake-1	No	No	No	No
Br1105_lclmopnl-1	No	No	No	No
Br1105_lclnmdji-1	No	No	No	No
Br1105_lclpkpfh-1	No	No	No	No
Br1105_lcmdfhif-1	No	No	No	No
Br1105_lcmejmla-1	No	No	No	No
Br1105_lcmhhmek-1	No	No	No	No
Br1105_lcmkgocj-1	No	No	No	No
Br1105_lcmpcoep-1	No	No	No	No
Br1105_lcnhjoaj-1	No	No	No	No
Br1105_lcnmfipg-1	No	No	No	No
Br1105_lcnnapdo-1	No	No	No	No
Br1105_lcnoplph-1	No	No	No	No
Br1105_lcobpbfa-1	No	No	No	No
Br1105_lcofcabk-1	No	No	No	No
Br1105_lconaopf-1	No	No	No	No
Br1105_lcpdhkgp-1	No	No	No	No
Br1105_lcpfcjaf-1	No	No	No	No
Br1105_lcpgmapa-1	No	No	No	No
Br1105_lcphibpg-1	No	No	No	No
Br1105_lcpicbnj-1	No	No	No	No
Br1105_lcpigolk-1	No	No	No	No
Br1105_lcpjpkec-1	No	No	No	No
Br1105_lcpkmndl-1	No	No	No	No
Br1105_lcpndajk-1	No	No	No	No
Br1105_ldacbood-1	No	No	No	No
Br1105_ldadgimj-1	No	No	No	No
Br1105_ldaebnkk-1	No	No	No	No
Br1105_ldbbhlkm-1	No	No	No	No
Br1105_ldbbokpl-1	No	No	No	No
Br1105_ldbboong-1	No	No	No	No
Br1105_ldbdhfkf-1	No	No	No	No
Br1105_ldbjmaei-1	No	No	No	No
Br1105_ldcaemck-1	No	No	No	No
Br1105_ldcajbla-1	No	No	No	No
Br1105_ldcdlanc-1	No	No	No	No
Br1105_ldcfjlkm-1	No	No	No	No
Br1105_ldcgmkgg-1	No	No	No	No
Br1105_ldcgofmb-1	No	No	No	No
Br1105_ldcjcemj-1	No	No	No	No
Br1105_ldcjpbho-1	No	No	No	No
Br1105_ldcmidab-1	No	No	No	No
Br1105_ldcpmbmg-1	No	No	No	No
Br1105_lddamimd-1	No	No	No	No
Br1105_lddbofce-1	No	No	No	No
Br1105_ldddkpkj-1	No	No	No	No
Br1105_lddgggan-1	No	No	No	No
Br1105_lddkhcpi-1	No	No	No	No
Br1105_lddlocig-1	No	No	No	No
Br1105_lddlpmme-1	No	No	No	No
Br1105_lddmhknh-1	No	No	No	No
Br1105_lddpjdne-1	No	No	No	No
Br1105_ldedggjl-1	No	No	No	No
Br1105_ldegaand-1	No	No	No	No
Br1105_ldegijde-1	No	No	No	No
Br1105_ldephehh-1	No	No	No	No
Br1105_ldepnecp-1	No	No	No	No
Br1105_ldfbokbh-1	No	No	No	No
Br1105_ldfcmjkd-1	No	No	No	No
Br1105_ldfdfkgn-1	No	No	No	No
Br1105_ldfgmljj-1	No	No	No	No
Br1105_ldfockhm-1	No	No	No	No
Br1105_ldgbaoca-1	No	No	No	No
Br1105_ldgbfngc-1	No	No	No	No
Br1105_ldgghpfj-1	No	No	No	No
Br1105_ldgkpfpo-1	No	No	No	No
Br1105_ldgnbnoi-1	No	No	No	No
Br1105_ldhblcpd-1	No	No	No	No
Br1105_ldhelkbh-1	No	No	No	No
Br1105_ldhfiggg-1	No	No	No	No
Br1105_ldhgdagb-1	No	No	No	No
Br1105_ldhimegk-1	No	No	No	No
Br1105_ldhjbnmk-1	No	No	No	No
Br1105_ldhmcfbk-1	No	No	No	No
Br1105_ldilipnn-1	No	No	No	No
Br1105_ldinmfbk-1	No	No	No	No
Br1105_ldiplcii-1	No	No	No	No
Br1105_ldjbapen-1	No	No	No	No
Br1105_ldjgdmfd-1	No	No	No	No
Br1105_ldjgobdl-1	No	No	No	No
Br1105_ldjhleac-1	No	No	No	No
Br1105_ldjjgakb-1	No	No	No	No
Br1105_ldjkjpfm-1	No	No	No	No
Br1105_ldjmdplh-1	No	No	No	No
Br1105_ldkgkodo-1	No	No	No	No
Br1105_ldkkkapi-1	No	No	No	No
Br1105_ldkphcmh-1	No	No	No	No
Br1105_ldlgljoj-1	No	No	No	No
Br1105_ldljkegd-1	No	No	No	No
Br1105_ldmcadpa-1	No	No	No	No
Br1105_ldmdkbjl-1	No	No	No	No
Br1105_ldmeopkn-1	No	No	No	No
Br1105_ldmgokkc-1	No	No	No	No
Br1105_ldmmckak-1	No	No	No	No
Br1105_ldnacmap-1	No	No	No	No
Br1105_ldnaioee-1	No	No	No	No
Br1105_ldneegbp-1	No	No	No	No
Br1105_ldnlnleo-1	No	No	No	No
Br1105_ldnnoomk-1	No	No	No	No
Br1105_ldnoljbb-1	No	No	No	No
Br1105_ldobbilh-1	No	No	No	No
Br1105_ldocoacb-1	No	No	No	No
Br1105_ldodonbg-1	No	No	No	No
Br1105_ldojagij-1	No	No	No	No
Br1105_ldpcjbon-1	No	No	No	No
Br1105_ldpdncnl-1	No	No	No	No
Br1105_ldpepnem-1	No	No	No	No
Br1105_ldphkabb-1	No	No	No	No
Br1105_ldphpbmi-1	No	No	No	No
Br1105_ldpkclhc-1	No	No	No	No
Br1105_ldpkfbma-1	No	No	No	No
Br1105_ldpnelch-1	No	No	No	No
Br1105_ldpoaadm-1	No	No	No	No
Br1105_leahlhda-1	No	No	No	No
Br1105_lebdbgge-1	No	No	No	No
Br1105_lebhmlkg-1	No	No	No	No
Br1105_lebiejgp-1	No	No	No	No
Br1105_lebjincm-1	No	No	No	No
Br1105_lebjjlpc-1	No	No	No	No
Br1105_lebjkbnj-1	No	No	No	No
Br1105_lebkjmlp-1	No	No	No	No
Br1105_leblgnhb-1	No	No	No	No
Br1105_lecbjgpj-1	No	No	No	No
Br1105_lecbjkjm-1	No	No	No	No
Br1105_lecffeja-1	No	No	No	No
Br1105_lecnidnd-1	No	No	No	No
Br1105_lecphmdk-1	No	No	No	No
Br1105_ledcejnl-1	No	No	No	No
Br1105_ledehmbj-1	No	No	No	No
Br1105_ledlmnkn-1	No	No	No	No
Br1105_ledlnkdo-1	No	No	No	No
Br1105_ledpimpg-1	No	No	No	No
Br1105_leeaafgc-1	No	No	No	No
Br1105_leeaifjp-1	No	No	No	No
Br1105_leeklppi-1	No	No	No	No
Br1105_lefgdjfb-1	No	No	No	No
Br1105_lefnkmha-1	No	No	No	No
Br1105_legbonnd-1	No	No	No	No
Br1105_legdjmon-1	No	No	No	No
Br1105_legedpca-1	No	No	No	No
Br1105_leggaiap-1	No	No	No	No
Br1105_legmneko-1	No	No	No	No
Br1105_lehbafah-1	No	No	No	No
Br1105_lehbhglo-1	No	No	No	No
Br1105_lehkdhpc-1	No	No	No	No
Br1105_lehpfbmd-1	No	No	No	No
Br1105_leibkmmp-1	No	No	No	No
Br1105_leiipikj-1	No	No	No	No
Br1105_leinkhkb-1	No	No	No	No
Br1105_leioejmh-1	No	No	No	No
Br1105_lejaggnh-1	No	No	No	No
Br1105_lejbdoef-1	No	No	No	No
Br1105_lejcinpg-1	No	No	No	No
Br1105_lejlkkgc-1	No	No	No	No
Br1105_lejngdnd-1	No	No	No	No
Br1105_lejopnhd-1	No	No	No	No
Br1105_lejpgimg-1	No	No	No	No
Br1105_lejppidb-1	No	No	No	No
Br1105_lekfognk-1	No	No	No	No
Br1105_lekkafam-1	No	No	No	No
Br1105_lekkomfa-1	No	No	No	No
Br1105_lelcmlcd-1	No	No	No	No
Br1105_lelffgia-1	No	No	No	No
Br1105_lelncape-1	No	No	No	No
Br1105_lelodplf-1	No	No	No	No
Br1105_lemdiedl-1	No	No	No	No
Br1105_lemffknj-1	No	No	No	No
Br1105_lemhbgdc-1	No	No	No	No
Br1105_lemkigch-1	No	No	No	No
Br1105_lenaalbd-1	No	No	No	No
Br1105_lengklco-1	No	No	No	No
Br1105_leniklhp-1	No	No	No	No
Br1105_lenjkedh-1	No	No	No	No
Br1105_leobclcl-1	No	No	No	No
Br1105_leofmkfi-1	No	No	No	No
Br1105_leoinjca-1	No	No	No	No
Br1105_leommopc-1	No	No	No	No
Br1105_lepdcalj-1	No	No	No	No
Br1105_lepdlkga-1	No	No	No	No
Br1105_lepibald-1	No	No	No	No
Br1105_leplamke-1	No	No	No	No
Br1105_lfadafck-1	No	No	No	No
Br1105_lfadkhpj-1	No	No	No	No
Br1105_lfahfcfd-1	No	No	No	No
Br1105_lfalbbhd-1	No	No	No	No
Br1105_lfapmjhg-1	No	No	No	No
Br1105_lfbljief-1	No	No	No	No
Br1105_lfbnemdj-1	No	No	No	No
Br1105_lfcckgpn-1	No	No	No	No
Br1105_lfcckncn-1	No	No	No	No
Br1105_lfcepklg-1	No	No	No	No
Br1105_lfckalnc-1	No	No	No	No
Br1105_lfcmibho-1	No	No	No	No
Br1105_lfcpemkf-1	No	No	No	No
Br1105_lfdccmlf-1	No	No	No	No
Br1105_lfdiceof-1	No	No	No	No
Br1105_lfdinplk-1	No	No	No	No
Br1105_lfdjlphc-1	No	No	No	No
Br1105_lfdlhcfm-1	No	No	No	No
Br1105_lfdngajd-1	No	No	No	No
Br1105_lfeailak-1	No	No	No	No
Br1105_lfeaklmm-1	No	No	No	No
Br1105_lfeciklk-1	No	No	No	No
Br1105_lfedjclh-1	No	No	No	No
Br1105_lfednhni-1	No	No	No	No
Br1105_lfeedhgd-1	No	No	No	No
Br1105_lffbaoaf-1	No	No	No	No
Br1105_lffgdjob-1	No	No	No	No
Br1105_lffgkimd-1	No	No	No	No
Br1105_lffkgaii-1	No	No	No	No
Br1105_lffoflia-1	No	No	No	No
Br1105_lffpffif-1	No	No	No	No
Br1105_lffphfff-1	No	No	No	No
Br1105_lfgfnfli-1	No	No	No	No
Br1105_lfgifedo-1	No	No	No	No
Br1105_lfgkjgob-1	No	No	No	No
Br1105_lfhcdopf-1	No	No	No	No
