rn	LCloose	LCstrict	gained_or_altered_byNMseg_and_LCstrict	gained_or_altered_byNMseg_and_LCloose
Br0942_cnddgcmh-1	No	No	No	No
Br0942_cnddhlcb-1	No	No	No	No
Br0942_cndfnmam-1	No	No	No	No
Br0942_cndfoelj-1	No	No	No	No
Br0942_cndhgpin-1	No	No	No	No
Br0942_cndiheba-1	No	No	No	No
Br0942_cndkiheh-1	No	No	No	No
Br0942_cndlpgdp-1	No	No	No	No
Br0942_cndncfcl-1	No	No	No	No
Br0942_cndpgmkp-1	No	No	No	No
Br0942_cndppbbc-1	No	No	No	No
Br0942_cnedcfil-1	No	No	No	No
Br0942_cneefngm-1	No	No	No	No
Br0942_cnefefcd-1	No	No	No	No
Br0942_cnefndhm-1	No	No	No	No
Br0942_cnehclin-1	No	No	No	No
Br0942_cnehecgo-1	No	No	No	No
Br0942_cnelfngi-1	No	No	No	No
Br0942_cnelhpga-1	No	No	No	No
Br0942_cneligbb-1	No	No	No	No
Br0942_cneohgjh-1	No	No	No	No
Br0942_cnfegahe-1	No	No	No	No
Br0942_cnfhcomk-1	No	No	No	No
Br0942_cnfjbnbg-1	No	No	No	No
Br0942_cnfkclih-1	No	No	No	No
Br0942_cnfkopmn-1	No	No	No	No
Br0942_cnfnejol-1	No	No	No	No
Br0942_cnfnkogk-1	No	No	No	No
Br0942_cnfnmjin-1	No	No	No	No
Br0942_cnfoakhk-1	No	No	No	No
Br0942_cngalfdf-1	No	No	No	No
Br0942_cnggbfmm-1	No	No	No	No
Br0942_cngnfimj-1	No	No	No	No
Br0942_cngopdkm-1	No	No	No	No
Br0942_cngpjahj-1	No	No	No	No
Br0942_cnhenija-1	No	No	No	No
Br0942_cnhggcen-1	No	No	No	No
Br0942_cnhgjflp-1	No	No	No	No
Br0942_cnhhhafa-1	No	No	No	No
Br0942_cniamdfa-1	No	No	No	No
Br0942_cnifdppf-1	No	No	No	No
Br0942_cnifnmcf-1	No	No	No	No
Br0942_cnigbkpl-1	No	No	No	No
Br0942_cnigkeml-1	No	No	No	No
Br0942_cniilgdd-1	No	No	No	No
Br0942_cnijbjhl-1	No	No	No	No
Br0942_cnikpedo-1	No	No	No	No
Br0942_cnilacha-1	No	No	No	No
Br0942_cnimmabl-1	No	No	No	No
Br0942_cnipafcm-1	No	No	No	No
Br0942_cnjbnlaf-1	No	No	No	No
Br0942_cnjcflok-1	No	No	No	No
Br0942_cnjdejod-1	No	No	No	No
Br0942_cnjjdgmm-1	No	No	No	No
Br0942_cnjkblgh-1	No	No	No	No
Br0942_cnjlflbi-1	No	No	No	No
Br0942_cnkdelim-1	No	No	No	No
Br0942_cnkdiioc-1	No	No	No	No
Br0942_cnkgigmn-1	No	No	No	No
Br0942_cnkglgaa-1	No	No	No	No
Br0942_cnlahffi-1	No	No	No	No
Br0942_cnlckacj-1	No	No	No	No
Br0942_cnlgofhg-1	No	No	No	No
Br0942_cnlnblea-1	No	No	No	No
Br0942_cnlnffcg-1	No	No	No	No
Br0942_cnmciebe-1	No	No	No	No
Br0942_cnmhoplk-1	No	No	No	No
Br0942_cnmlfjcj-1	No	No	No	No
Br0942_cnmohnma-1	No	No	No	No
Br0942_cnmojnce-1	No	No	No	No
Br0942_cnmokfjc-1	No	No	No	No
Br0942_cnndilko-1	No	No	No	No
Br0942_cnnipaem-1	No	No	No	No
Br0942_cnnjnogg-1	No	No	No	No
Br0942_cnnkegin-1	No	No	No	No
Br0942_cnnkelnb-1	No	No	No	No
Br0942_cnnlhkop-1	No	No	No	No
Br0942_cnofhhni-1	No	No	No	No
Br0942_cnofmfjk-1	No	No	No	No
Br0942_cnoiglmd-1	No	No	No	No
Br0942_cnolcjpo-1	No	No	No	No
Br0942_cnomknmn-1	No	No	No	No
Br0942_cnpbodea-1	No	No	No	No
Br0942_cnpmaghi-1	No	No	No	No
Br0942_cnpnhgah-1	No	No	No	No
Br0942_coaafjhg-1	No	No	No	No
Br0942_coaebekk-1	No	No	No	No
Br0942_coaendib-1	No	No	No	No
Br0942_coagbghl-1	No	No	No	No
Br0942_coaoonna-1	No	No	No	No
Br0942_cobangea-1	No	No	No	No
Br0942_cobdcejg-1	No	No	No	No
Br0942_cobfdaip-1	No	No	No	No
Br0942_cobhpmao-1	No	No	No	No
Br0942_cobmjjcn-1	No	No	No	No
Br0942_cobnckhl-1	No	No	No	No
Br0942_cobobign-1	No	No	No	No
Br0942_cocadlad-1	No	No	No	No
Br0942_cocagnjb-1	No	No	No	No
Br0942_cocbcckd-1	No	No	No	No
Br0942_cochfnkh-1	No	No	No	No
Br0942_cocjjeni-1	No	No	No	No
Br0942_cockeifk-1	No	No	No	No
Br0942_cockpkoo-1	No	No	No	No
Br0942_cocljlap-1	No	No	No	No
Br0942_cocofjnf-1	No	No	No	No
Br0942_cocpbcdg-1	No	No	No	No
Br0942_cocpgfpj-1	No	No	No	No
Br0942_codbcdla-1	No	No	No	No
Br0942_codfihgg-1	No	No	No	No
Br0942_codigohd-1	No	No	No	No
Br0942_codlkngi-1	No	No	No	No
Br0942_codoimji-1	No	No	No	No
Br0942_codpdlnk-1	No	No	No	No
Br0942_coebdbdg-1	No	No	No	No
Br0942_coefpmfh-1	No	No	No	No
Br0942_coeggcjh-1	No	No	No	No
Br0942_coekdnke-1	No	No	No	No
Br0942_coepncco-1	No	No	No	No
Br0942_cofeolgf-1	No	No	No	No
Br0942_cofhnmjf-1	No	No	No	No
Br0942_cofifaag-1	No	No	No	No
Br0942_cofmhaoh-1	No	No	No	No
Br0942_cofmoomg-1	No	No	No	No
Br0942_cofoaglf-1	No	No	No	No
Br0942_cofoggbc-1	No	No	No	No
Br0942_cogbjaop-1	No	No	No	No
Br0942_cogclkpp-1	No	No	No	No
Br0942_coghpjml-1	No	No	No	No
Br0942_cogimnic-1	No	No	No	No
Br0942_cogkglkb-1	No	No	No	No
Br0942_coglgmon-1	No	No	No	No
Br0942_cogocaaf-1	No	No	No	No
Br0942_cohjlokk-1	No	No	No	No
Br0942_cohkocmm-1	No	No	No	No
Br0942_cohlfnhj-1	No	No	No	No
Br0942_cohlmkmc-1	No	No	No	No
Br0942_cohpjfkf-1	No	No	No	No
Br0942_cohpkfod-1	No	No	No	No
Br0942_coieockp-1	No	No	No	No
Br0942_coifdpdc-1	No	No	No	No
Br0942_coiggdli-1	No	No	No	No
Br0942_coigimfp-1	No	No	No	No
Br0942_cojbbokb-1	No	No	No	No
Br0942_cojdgffa-1	No	No	No	No
Br0942_cojepmij-1	No	No	No	No
Br0942_cojgafdo-1	No	No	No	No
Br0942_cojgmemn-1	No	No	No	No
Br0942_cojippkk-1	No	No	No	No
Br0942_cojkhijh-1	No	No	No	No
Br0942_cojmpjgj-1	No	No	No	No
Br0942_cokgeecp-1	No	No	No	No
Br0942_cokjoial-1	No	No	No	No
Br0942_cokkmkbh-1	No	No	No	No
Br0942_coknlmea-1	No	No	No	No
Br0942_colaggmf-1	No	No	No	No
Br0942_colcoopc-1	No	No	No	No
Br0942_coldllpl-1	No	No	No	No
Br0942_colhfcaj-1	No	No	No	No
Br0942_colipndl-1	No	No	No	No
Br0942_collcjkc-1	No	No	No	No
Br0942_collihid-1	No	No	No	No
Br0942_colnkghd-1	No	No	No	No
Br0942_comaaehi-1	No	No	No	No
Br0942_combafpd-1	No	No	No	No
Br0942_comdmebo-1	No	No	No	No
Br0942_comedocg-1	No	No	No	No
Br0942_comkgeob-1	No	No	No	No
Br0942_comnbcml-1	No	No	No	No
Br0942_comolali-1	No	No	No	No
Br0942_conblocd-1	No	No	No	No
Br0942_conekbgl-1	No	No	No	No
Br0942_conglobh-1	No	No	No	No
Br0942_conimkce-1	No	No	No	No
Br0942_cooanggl-1	No	No	No	No
Br0942_cooccpdl-1	No	No	No	No
Br0942_coocgnoh-1	No	No	No	No
Br0942_coomhdon-1	No	No	No	No
Br0942_coopgkac-1	No	No	No	No
Br0942_copbknon-1	No	No	No	No
Br0942_copddmcb-1	No	No	No	No
Br0942_copedemb-1	No	No	No	No
Br0942_copfkcmh-1	No	No	No	No
Br0942_copfoclm-1	No	No	No	No
Br0942_copjfcln-1	No	No	No	No
Br0942_coplelhc-1	No	No	No	No
Br0942_cpadchci-1	No	No	No	No
Br0942_cpadibgo-1	No	No	No	No
Br0942_cpadppao-1	No	No	No	No
Br0942_cpahpjjn-1	No	No	No	No
Br0942_cpajaddc-1	No	No	No	No
Br0942_cpanamml-1	No	No	No	No
Br0942_cpapgnde-1	No	No	No	No
Br0942_cpbbbgih-1	No	No	No	No
Br0942_cpbbgmci-1	No	No	No	No
Br0942_cpbepbpg-1	No	No	No	No
Br0942_cpbfkgmb-1	No	No	No	No
Br0942_cpbijjkk-1	No	No	No	No
Br0942_cpblledj-1	No	No	No	No
Br0942_cpbnckbb-1	No	No	No	No
Br0942_cpcdclmn-1	No	No	No	No
Br0942_cpcfmmij-1	No	No	No	No
Br0942_cpcipfih-1	No	No	No	No
Br0942_cpcjjede-1	No	No	No	No
Br0942_cpckical-1	No	No	No	No
Br0942_cpdaligf-1	No	No	No	No
Br0942_cpdbbiip-1	No	No	No	No
Br0942_cpdcilkb-1	No	No	No	No
Br0942_cpdghmel-1	No	No	No	No
Br0942_cpdgimco-1	No	No	No	No
Br0942_cpdhlnod-1	No	No	No	No
Br0942_cpdjneac-1	No	No	No	No
Br0942_cpdklpmd-1	No	No	No	No
Br0942_cpdpkbja-1	No	No	No	No
Br0942_cpeapaki-1	No	No	No	No
Br0942_cpecbdco-1	No	No	No	No
Br0942_cpeecjij-1	No	No	No	No
Br0942_cpeikdcn-1	No	No	No	No
Br0942_cpeipach-1	No	No	No	No
Br0942_cpekbgem-1	No	No	No	No
Br0942_cpenmlkc-1	No	No	No	No
Br0942_cpepnhbg-1	No	No	No	No
Br0942_cpfcjomg-1	No	No	No	No
Br0942_cpfdhedh-1	No	No	No	No
Br0942_cpffmedc-1	No	No	No	No
Br0942_cpfldapm-1	No	No	No	No
Br0942_cpfljglj-1	No	No	No	No
Br0942_cpflnjcg-1	No	No	No	No
Br0942_cpgbpcil-1	No	No	No	No
Br0942_cpgdbkld-1	No	No	No	No
Br0942_cpggcoii-1	No	No	No	No
Br0942_cphapndj-1	No	No	No	No
Br0942_cphbefjp-1	No	No	No	No
Br0942_cphffebi-1	No	No	No	No
Br0942_cphicjag-1	No	No	No	No
Br0942_cphilklp-1	No	No	No	No
Br0942_cphmpomm-1	No	No	No	No
Br0942_cphpkcdf-1	No	No	No	No
Br0942_cpiaeiel-1	No	No	No	No
Br0942_cpibmloj-1	No	No	No	No
Br0942_cpidghbf-1	No	No	No	No
Br0942_cpidmpkh-1	No	No	No	No
Br0942_cpifgmca-1	No	No	No	No
Br0942_cpigbemp-1	No	No	No	No
Br0942_cpiggdop-1	No	No	No	No
Br0942_cpikcjdi-1	No	No	No	No
Br0942_cpiljllp-1	No	No	No	No
Br0942_cpimhelo-1	No	No	No	No
Br0942_cpimjchk-1	No	No	No	No
Br0942_cpiofnch-1	No	No	No	No
Br0942_cpjkcahh-1	No	No	No	No
Br0942_cpjmmpap-1	No	No	No	No
Br0942_cpjnhckp-1	No	No	No	No
Br0942_cpkhoipl-1	No	No	No	No
Br0942_cpkkchjp-1	No	No	No	No
Br0942_cpkniaaj-1	No	No	No	No
Br0942_cpkpdkhc-1	No	No	No	No
Br0942_cplinfbn-1	No	No	No	No
Br0942_cplmclag-1	No	No	No	No
Br0942_cplnddaa-1	No	No	No	No
Br0942_cplnndfj-1	No	No	No	No
Br0942_cplppafd-1	No	No	No	No
Br0942_cpmdlbpl-1	No	No	No	No
Br0942_cpmgmjbc-1	No	No	No	No
Br0942_cpmklckm-1	No	No	No	No
Br0942_cpmnbmhl-1	No	No	No	No
Br0942_cpmpkedm-1	No	No	No	No
Br0942_cpnalehm-1	No	No	No	No
Br0942_cpnbjpbo-1	No	No	No	No
Br0942_cpncknca-1	No	No	No	No
Br0942_cpnechfh-1	No	No	No	No
Br0942_cpnikdjn-1	No	No	No	No
Br0942_cpnilcka-1	No	No	No	No
Br0942_cpnjldcn-1	No	No	No	No
Br0942_cpobcjnk-1	No	No	No	No
Br0942_cpodmknl-1	No	No	No	No
Br0942_cpoehgkl-1	No	No	No	No
Br0942_cpofhokk-1	No	No	No	No
Br0942_cponphce-1	No	No	No	No
Br0942_cppdfelg-1	No	No	No	No
Br0942_cppdlffn-1	No	No	No	No
Br0942_cppdndlc-1	No	No	No	No
Br0942_cppignhc-1	No	No	No	No
Br0942_cppildmm-1	No	No	No	No
Br0942_cpplgbfl-1	No	No	No	No
Br0942_cpploncp-1	No	No	No	No
Br0942_cppnkgfd-1	No	No	No	No
Br0942_daabanlb-1	No	No	No	No
Br0942_daabhhlo-1	No	No	No	No
Br0942_daahicoa-1	No	No	No	No
Br0942_daamgmkf-1	No	No	No	No
Br0942_daamjina-1	No	No	No	No
Br0942_daamkkmo-1	No	No	No	No
Br0942_daangcec-1	No	No	No	No
Br0942_dabeminb-1	No	No	No	No
Br0942_dabhopmc-1	No	No	No	No
Br0942_dabocekk-1	No	No	No	No
Br0942_dacakpjo-1	No	No	No	No
Br0942_dacgpoon-1	No	No	No	No
Br0942_dachkgei-1	No	No	No	No
Br0942_dachppof-1	No	No	No	No
Br0942_dacldfmj-1	No	No	No	No
Br0942_daclfggc-1	No	No	No	No
Br0942_daclgoke-1	No	No	No	No
Br0942_daclojib-1	No	No	No	No
Br0942_dacmhaok-1	No	No	No	No
Br0942_dacpopal-1	No	No	No	No
Br0942_dadblfmj-1	No	No	No	No
Br0942_dadcgbed-1	No	No	No	No
Br0942_dadefmjc-1	No	No	No	No
Br0942_dadgjcdc-1	No	No	No	No
Br0942_dadndkde-1	No	No	No	No
Br0942_dadocefp-1	No	No	No	No
Br0942_dadpichm-1	No	No	No	No
Br0942_daeaidpf-1	No	No	No	No
Br0942_daebamdj-1	No	No	No	No
Br0942_daeflmdh-1	No	No	No	No
Br0942_daefnfoj-1	No	No	No	No
Br0942_daeofjeb-1	No	No	No	No
Br0942_daephalk-1	No	No	No	No
Br0942_daepmcof-1	No	No	No	No
Br0942_dafalomf-1	No	No	No	No
Br0942_dafdkpmn-1	No	No	No	No
Br0942_dafgenbb-1	No	No	No	No
Br0942_dafgjemp-1	No	No	No	No
Br0942_dafgkgde-1	No	No	No	No
Br0942_dafhcgib-1	No	No	No	No
Br0942_dafibndd-1	No	No	No	No
Br0942_dafiljlo-1	No	No	No	No
Br0942_dafjagjd-1	No	No	No	No
Br0942_dafmpalm-1	No	No	No	No
Br0942_dafnngbj-1	No	No	No	No
Br0942_dafnnkcn-1	No	No	No	No
Br0942_dagagpnb-1	No	No	No	No
Br0942_dagalffh-1	No	No	No	No
Br0942_dagdggch-1	No	No	No	No
Br0942_dagdpela-1	No	No	No	No
Br0942_daghcdih-1	No	No	No	No
Br0942_dahbceie-1	No	No	No	No
Br0942_dahcjfdk-1	No	No	No	No
Br0942_dahdmfic-1	No	No	No	No
Br0942_dahelmab-1	No	No	No	No
Br0942_dahjcidh-1	No	No	No	No
Br0942_dahlllkf-1	No	No	No	No
Br0942_dahmgkem-1	No	No	No	No
Br0942_dahmhnkc-1	No	No	No	No
Br0942_dahmmhdi-1	No	No	No	No
Br0942_daidblab-1	No	No	No	No
Br0942_daigbogi-1	No	No	No	No
Br0942_daikaacl-1	No	No	No	No
Br0942_dailnpei-1	No	No	No	No
Br0942_daimedgi-1	No	No	No	No
Br0942_dainniil-1	No	No	No	No
Br0942_dajboejd-1	No	No	No	No
Br0942_dajdbppd-1	No	No	No	No
Br0942_dajemncb-1	No	No	No	No
Br0942_dajkeadm-1	No	No	No	No
Br0942_dakdmlep-1	No	No	No	No
Br0942_dakmhoko-1	No	No	No	No
Br0942_dalalfkb-1	No	No	No	No
Br0942_dalgbfgn-1	No	No	No	No
Br0942_dalhpobe-1	No	No	No	No
Br0942_dalibdcf-1	No	No	No	No
Br0942_dallcejf-1	No	No	No	No
Br0942_dalmipkm-1	No	No	No	No
Br0942_dalnlcco-1	No	No	No	No
Br0942_dalnocnk-1	No	No	No	No
Br0942_dalpccgp-1	No	No	No	No
Br0942_damappff-1	No	No	No	No
Br0942_dambnjhb-1	No	No	No	No
Br0942_damcndmh-1	No	No	No	No
Br0942_damfjfej-1	No	No	No	No
Br0942_damgknmd-1	No	No	No	No
Br0942_dammggmd-1	No	No	No	No
Br0942_dancfaoa-1	No	No	No	No
Br0942_daniphhc-1	No	No	No	No
Br0942_danjmoio-1	No	No	No	No
Br0942_danknamh-1	No	No	No	No
Br0942_danmpief-1	No	No	No	No
Br0942_daoafhoa-1	No	No	No	No
Br0942_daoaooij-1	No	No	No	No
Br0942_daobmjjg-1	No	No	No	No
Br0942_daohcmdo-1	No	No	No	No
Br0942_daojjini-1	No	No	No	No
Br0942_daolnoji-1	No	No	No	No
Br0942_daonemgm-1	No	No	No	No
Br0942_daopihkm-1	No	No	No	No
Br0942_dapeiekk-1	No	No	No	No
Br0942_dapfhjfe-1	No	No	No	No
Br0942_dapfoopj-1	No	No	No	No
Br0942_dapjmkko-1	No	No	No	No
Br0942_dapkmchn-1	No	No	No	No
Br0942_dapkmiia-1	No	No	No	No
Br0942_dappghlg-1	No	No	No	No
Br0942_dbacopmh-1	No	No	No	No
Br0942_dbagogcb-1	No	No	No	No
Br0942_dbajmiid-1	No	No	No	No
Br0942_dbajpkjd-1	No	No	No	No
Br0942_dbamddop-1	No	No	No	No
Br0942_dbanidgn-1	No	No	No	No
Br0942_dbbejmpe-1	No	No	No	No
Br0942_dbbicjop-1	No	No	No	No
Br0942_dbblddbo-1	No	No	No	No
Br0942_dbbobggj-1	No	No	No	No
Br0942_dbbpofap-1	No	No	No	No
Br0942_dbcbfiam-1	No	No	No	No
Br0942_dbcgcfjd-1	No	No	No	No
Br0942_dbcgdclh-1	No	No	No	No
Br0942_dbcinphl-1	No	No	No	No
Br0942_dbcmgfaa-1	No	No	No	No
Br0942_dbcmjkeo-1	No	No	No	No
Br0942_dbdcpghn-1	No	No	No	No
Br0942_dbddjick-1	No	No	No	No
Br0942_dbdedkfb-1	No	No	No	No
Br0942_dbdehebh-1	No	No	No	No
Br0942_dbdkpnnk-1	No	No	No	No
Br0942_dbdljgje-1	No	No	No	No
Br0942_dbdmnblp-1	No	No	No	No
Br0942_dbdndeeb-1	No	No	No	No
Br0942_dbdnjofm-1	No	No	No	No
Br0942_dbefknco-1	No	No	No	No
Br0942_dbegbbkh-1	No	No	No	No
Br0942_dbehcbeh-1	No	No	No	No
Br0942_dbehobml-1	No	No	No	No
Br0942_dbelpffb-1	No	No	No	No
Br0942_dbenenem-1	No	No	No	No
Br0942_dbeniiki-1	No	No	No	No
Br0942_dbepkhlc-1	No	No	No	No
Br0942_dbffpfmf-1	No	No	No	No
Br0942_dbfmloeb-1	No	No	No	No
Br0942_dbgacajm-1	No	No	No	No
Br0942_dbgakbgj-1	No	No	No	No
Br0942_dbgfagjd-1	No	No	No	No
Br0942_dbgjfcfg-1	No	No	No	No
Br0942_dbgkbegp-1	No	No	No	No
Br0942_dbglaejg-1	No	No	No	No
Br0942_dbgliopk-1	No	No	No	No
Br0942_dbglkkbo-1	No	No	No	No
Br0942_dbgmahmc-1	No	No	No	No
Br0942_dbgmbgkg-1	No	No	No	No
Br0942_dbgodfmb-1	No	No	No	No
Br0942_dbgogcbh-1	No	No	No	No
Br0942_dbgpgccn-1	No	No	No	No
Br0942_dbhabmjd-1	No	No	No	No
Br0942_dbhcgblg-1	No	No	No	No
Br0942_dbhcjkio-1	No	No	No	No
Br0942_dbhfbpnm-1	No	No	No	No
Br0942_dbhibfpa-1	No	No	No	No
Br0942_dbhkdfoc-1	No	No	No	No
Br0942_dbiacoop-1	No	No	No	No
Br0942_dbicoemf-1	No	No	No	No
Br0942_dbifabod-1	No	No	No	No
Br0942_dbigcapl-1	No	No	No	No
Br0942_dbiheofg-1	No	No	No	No
Br0942_dbihgpoo-1	No	No	No	No
Br0942_dbihpkgf-1	No	No	No	No
Br0942_dbijkija-1	No	No	No	No
Br0942_dbiledce-1	No	No	No	No
Br0942_dbiliine-1	No	No	No	No
Br0942_dbimagje-1	No	No	No	No
Br0942_dbincepj-1	No	No	No	No
Br0942_dbjapgnb-1	No	No	No	No
Br0942_dbjdjfel-1	No	No	No	No
Br0942_dbjeiddp-1	No	No	No	No
Br0942_dbjfpbng-1	No	No	No	No
Br0942_dbjjahmg-1	No	No	No	No
Br0942_dbjjceji-1	No	No	No	No
Br0942_dbjkjecm-1	No	No	No	No
Br0942_dbkajade-1	No	No	No	No
Br0942_dbkangke-1	No	No	No	No
Br0942_dbkbkann-1	No	No	No	No
Br0942_dbkdmabe-1	No	No	No	No
Br0942_dbkhacjf-1	No	No	No	No
Br0942_dbkheebm-1	No	No	No	No
Br0942_dbkommgn-1	No	No	No	No
Br0942_dblbafnf-1	No	No	No	No
Br0942_dblhfenk-1	No	No	No	No
Br0942_dbljamje-1	No	No	No	No
Br0942_dbmackdh-1	No	No	No	No
Br0942_dbmaclnn-1	No	No	No	No
Br0942_dbmfhimc-1	No	No	No	No
Br0942_dbmijlpb-1	No	No	No	No
Br0942_dbmingph-1	No	No	No	No
Br0942_dbmioefm-1	No	No	No	No
Br0942_dbmkeolf-1	No	No	No	No
Br0942_dbmmffgg-1	No	No	No	No
Br0942_dbmolebi-1	No	No	No	No
Br0942_dbnacgoo-1	No	No	No	No
Br0942_dbnfflhm-1	No	No	No	No
Br0942_dbnhhjpl-1	No	No	No	No
Br0942_dbojbknp-1	No	No	No	No
Br0942_dbojkomc-1	No	No	No	No
Br0942_dbokfohk-1	No	No	No	No
Br0942_dbokpchn-1	No	No	No	No
Br0942_dboodmpp-1	No	No	No	No
Br0942_dbopcplo-1	No	No	No	No
Br0942_dcaejanj-1	No	No	No	No
Br0942_dcafbgpi-1	No	No	No	No
Br0942_dcaidlhf-1	No	No	No	No
Br0942_dcakgclp-1	No	No	No	No
Br0942_dcaphpbj-1	No	No	No	No
Br0942_dcapjjbd-1	No	No	No	No
Br0942_dcbineon-1	No	No	No	No
Br0942_dcbmeipa-1	No	No	No	No
Br0942_dcbngfgl-1	No	No	No	No
Br0942_dcbnkjii-1	No	No	No	No
Br0942_dcbpflcl-1	No	No	No	No
Br0942_dccadfgm-1	No	No	No	No
Br0942_dccbpiie-1	No	No	No	No
Br0942_dccebmim-1	No	No	No	No
Br0942_dccfinjh-1	No	No	No	No
Br0942_dccflbnl-1	No	No	No	No
Br0942_dcchaefl-1	No	No	No	No
Br0942_dcchjnjp-1	No	No	No	No
Br0942_dcciafea-1	No	No	No	No
Br0942_dccnpcof-1	No	No	No	No
Br0942_dccodllc-1	No	No	No	No
Br0942_dccolnni-1	No	No	No	No
Br0942_dccppehi-1	No	No	No	No
Br0942_dcdeebja-1	No	No	No	No
Br0942_dcdfbmkb-1	No	No	No	No
Br0942_dcdgeicb-1	No	No	No	No
Br0942_dcdhfonp-1	No	No	No	No
Br0942_dcdihbdn-1	No	No	No	No
Br0942_dcdjfkno-1	No	No	No	No
Br0942_dcdmgike-1	No	No	No	No
Br0942_dcdngccl-1	No	No	No	No
Br0942_dcdnmhmi-1	No	No	No	No
Br0942_dcdnpmhd-1	No	No	No	No
Br0942_dcefnpel-1	No	No	No	No
Br0942_dceiplgo-1	No	No	No	No
Br0942_dcelnhfi-1	No	No	No	No
Br0942_dcfajbmf-1	No	No	No	No
Br0942_dcfdpnip-1	No	No	No	No
Br0942_dcfekegh-1	No	No	No	No
Br0942_dcfelpbf-1	No	No	No	No
Br0942_dcfimkea-1	No	No	No	No
Br0942_dcflhifo-1	No	No	No	No
Br0942_dcfllmnl-1	No	No	No	No
Br0942_dcfmfmdd-1	No	No	No	No
Br0942_dcfnhohp-1	No	No	No	No
Br0942_dcgjggco-1	No	No	No	No
Br0942_dcgkhgoa-1	No	No	No	No
Br0942_dcgnbckm-1	No	No	No	No
Br0942_dcgnfnfo-1	No	No	No	No
Br0942_dchbpppd-1	No	No	No	No
Br0942_dchccljl-1	No	No	No	No
Br0942_dchhljjh-1	No	No	No	No
Br0942_dchmoilp-1	No	No	No	No
Br0942_dchnpkik-1	No	No	No	No
Br0942_dcichmoi-1	No	No	No	No
Br0942_dcifcobp-1	No	No	No	No
Br0942_dcigfbaa-1	No	No	No	No
Br0942_dciggebk-1	No	No	No	No
Br0942_dcilknop-1	No	No	No	No
Br0942_dciocpbc-1	No	No	No	No
Br0942_dcjapaei-1	No	No	No	No
Br0942_dcjbbngc-1	No	No	No	No
Br0942_dcjceaff-1	No	No	No	No
Br0942_dcjjagan-1	No	No	No	No
Br0942_dcjlnihi-1	No	No	No	No
Br0942_dcjmkhdm-1	No	No	No	No
Br0942_dcjmoimf-1	No	No	No	No
Br0942_dcjncmja-1	No	No	No	No
Br0942_dcjnnhod-1	No	No	No	No
Br0942_dckbeohm-1	No	No	No	No
Br0942_dckfmlpf-1	No	No	No	No
Br0942_dckiclga-1	No	No	No	No
Br0942_dckjboac-1	No	No	No	No
Br0942_dckmcajk-1	No	No	No	No
Br0942_dcknofjf-1	No	No	No	No
Br0942_dckpaddm-1	No	No	No	No
Br0942_dclahjoa-1	No	No	No	No
Br0942_dclbbcbb-1	No	No	No	No
Br0942_dclbkinn-1	No	No	No	No
Br0942_dclenpbc-1	No	No	No	No
Br0942_dclgbmde-1	No	No	No	No
Br0942_dclhfneg-1	No	No	No	No
Br0942_dcmaooam-1	No	No	No	No
Br0942_dcmbikgk-1	No	No	No	No
Br0942_dcmckhmp-1	No	No	No	No
Br0942_dcmdeoio-1	No	No	No	No
Br0942_dcmdkdkl-1	No	No	No	No
Br0942_dcmhkppf-1	No	No	No	No
Br0942_dcmjjack-1	No	No	No	No
Br0942_dcmmojlm-1	No	No	No	No
Br0942_dcnddjom-1	No	No	No	No
Br0942_dcngfojg-1	No	No	No	No
Br0942_dcnhhjmh-1	No	No	No	No
Br0942_dcnmppok-1	No	No	No	No
Br0942_dcnomlnl-1	No	No	No	No
Br0942_dcnpnoif-1	No	No	No	No
Br0942_dcobjpbj-1	No	No	No	No
Br0942_dcoibmnh-1	No	No	No	No
Br0942_dcokpjne-1	No	No	No	No
Br0942_dcomnajb-1	No	No	No	No
Br0942_dconnljj-1	No	No	No	No
Br0942_dcpdkaoo-1	No	No	No	No
Br0942_dcpehgpg-1	No	No	No	No
Br0942_dcpfjkpa-1	No	No	No	No
Br0942_dcpfobff-1	No	No	No	No
Br0942_dcpigcom-1	No	No	No	No
Br0942_dcplbkkg-1	No	No	No	No
Br0942_ddaielhd-1	No	No	No	No
Br0942_ddajpegb-1	No	No	No	No
Br0942_ddanalkd-1	No	No	No	No
Br0942_ddannnji-1	No	No	No	No
Br0942_ddaocdlf-1	No	No	No	No
Br0942_ddbehnja-1	No	No	No	No
Br0942_ddbfamih-1	No	No	No	No
Br0942_ddbhdoab-1	No	No	No	No
Br0942_ddbjpcmp-1	No	No	No	No
Br0942_ddbkkelb-1	No	No	No	No
Br0942_ddcfliom-1	No	No	No	No
Br0942_ddcgaaok-1	No	No	No	No
Br0942_ddcmcjll-1	No	No	No	No
Br0942_dddcgigb-1	No	No	No	No
Br0942_dddcomge-1	No	No	No	No
Br0942_ddddbhpm-1	No	No	No	No
Br0942_ddddimol-1	No	No	No	No
Br0942_ddddpgbb-1	No	No	No	No
Br0942_dddfeinm-1	No	No	No	No
Br0942_dddfpbnf-1	No	No	No	No
Br0942_dddlnojo-1	No	No	No	No
Br0942_dddmbcdc-1	No	No	No	No
Br0942_ddedcblc-1	No	No	No	No
Br0942_ddejolmn-1	No	No	No	No
Br0942_ddeojhbi-1	No	No	No	No
Br0942_ddfdcfbn-1	No	No	No	No
Br0942_ddfehlke-1	No	No	No	No
Br0942_ddfgnhhl-1	No	No	No	No
