DE_model	contrast	gene_name	gene_id	domain8426_logFC	domain8426_tstat	domain8426_P.Value	domain8426_adj.P.Val	domain12199_logFC	domain12199_tstat	domain12199_P.Value	domain12199_adj.P.Val	domain16119_logFC	domain16119_tstat	domain16119_P.Value	domain16119_adj.P.Val	domain20079_logFC	domain20079_tstat	domain20079_P.Value	domain20079_adj.P.Val	domain8492_logFC	domain8492_tstat	domain8492_P.Value	domain8492_adj.P.Val	domain12412_logFC	domain12412_tstat	domain12412_P.Value	domain12412_adj.P.Val
E2E4label	LCdom_E4vE2	ANGPT1	ENSG00000154188	-0.07655	-0.59488	0.55253	0.81039	-0.05521	-0.4315	0.66653	0.84717	-0.07655	-0.59488	0.55253	0.81039	-0.11859	-0.88093	0.37932	0.65617	0.04491	0.28777	0.77364	0.86545	-0.06403	-0.42341	0.67217	0.89045
E2E4label	LCdom_E4vE2	ANK1	ENSG00000029534	-0.26968	-2.58047	0.01051	0.11989	-0.26529	-2.52743	0.01219	0.09318	-0.26968	-2.58047	0.01051	0.11989	-0.30446	-2.78383	0.00584	0.06662	-0.13774	-1.15061	0.25042	0.52242	-0.26374	-2.18799	0.02911	0.14504
E2E4label	LCdom_E4vE2	ANKRD18A	ENSG00000180071	0.30245	1.99874	0.04686	0.2474	0.30715	2.05465	0.04109	0.17437	0.30245	1.99874	0.04686	0.2474	0.24587	1.54792	0.12308	0.36824	0.42658	2.63913	0.00856	0.07768	0.35146	2.19298	0.02875	0.14504
E2E4label	LCdom_E4vE2	ANO3	ENSG00000134343	0.06428	0.44785	0.6547	0.85958	0.05756	0.40736	0.68414	0.84717	0.06428	0.44785	0.6547	0.85958	-0.16728	-1.11204	0.26734	0.53634	0.18812	0.97676	0.32914	0.60342	0.06614	0.34901	0.72722	0.90276
E2E4label	LCdom_E4vE2	ANXA1	ENSG00000135046	0.03997	0.2352	0.81427	0.93757	0.03437	0.2	0.84167	0.91704	0.03997	0.2352	0.81427	0.93757	0.03329	0.18437	0.8539	0.91904	0.06143	0.29806	0.76577	0.86545	0.06041	0.29441	0.76856	0.90876
E2E4label	LCdom_E4vE2	APLP1	ENSG00000105290	0.06647	0.63343	0.5271	0.79831	0.07809	0.75034	0.45385	0.73386	0.06647	0.63343	0.5271	0.79831	-0.02426	-0.22091	0.82537	0.90818	0.14824	1.61501	0.10691	0.3234	0.05988	0.68847	0.49146	0.7635
E2E4label	LCdom_E4vE2	APOC1	ENSG00000130208	-0.09437	-0.61471	0.53938	0.80356	-0.06946	-0.45044	0.65284	0.842	-0.09437	-0.61471	0.53938	0.80356	-0.1682	-1.07457	0.28374	0.54514	-0.10082	-0.64181	0.52128	0.763	-0.19609	-1.26973	0.20474	0.47339
E2E4label	LCdom_E4vE2	APOE	ENSG00000130203	0.16021	1.25287	0.21157	0.5196	0.13736	1.07848	0.28199	0.55494	0.16021	1.25287	0.21157	0.5196	0.07857	0.5967	0.55132	0.78914	0.05826	0.54842	0.58364	0.7789	0.02917	0.26887	0.78814	0.9189
E2E4label	LCdom_E4vE2	APOLD1	ENSG00000178878	0.25498	1.09561	0.27444	0.61101	0.20293	0.87567	0.38216	0.67034	0.25498	1.09561	0.27444	0.61101	0.21297	0.87015	0.38517	0.66315	0.21282	0.90548	0.36562	0.6358	0.25288	1.10926	0.26783	0.55874
E2E4label	LCdom_E4vE2	APP	ENSG00000142192	-0.03466	-0.51016	0.61045	0.83957	-0.03556	-0.5335	0.59422	0.80929	-0.03466	-0.51016	0.61045	0.83957	-0.10267	-1.47084	0.14276	0.39447	0.05707	0.86706	0.38631	0.63764	-0.02991	-0.47344	0.63609	0.85912
E2E4label	LCdom_E4vE2	AQP4	ENSG00000171885	-0.09389	-0.78657	0.43237	0.74092	-0.14603	-1.23741	0.21724	0.50017	-0.09389	-0.78657	0.43237	0.74092	-0.16669	-1.33732	0.1825	0.4279	-0.16601	-1.50111	0.13393	0.37397	-0.19278	-1.64455	0.10066	0.32308
E2E4label	LCdom_E4vE2	ARHGAP24	ENSG00000138639	0.0071	0.0555	0.95579	0.98828	0.06149	0.47574	0.63473	0.83638	0.0071	0.0555	0.95579	0.98828	-0.09239	-0.69544	0.48752	0.754	0.11014	0.91489	0.36067	0.63571	-0.01711	-0.14527	0.88455	0.96568
E2E4label	LCdom_E4vE2	ARL8B	ENSG00000134108	0.01801	0.19007	0.84943	0.96286	0.03586	0.37531	0.70779	0.85544	0.01801	0.19007	0.84943	0.96286	-0.06139	-0.60969	0.5427	0.78914	0.1643	1.82679	0.0683	0.2384	0.06414	0.73486	0.46276	0.74507
E2E4label	LCdom_E4vE2	ASTN1	ENSG00000152092	-0.13453	-1.55514	0.12134	0.39137	-0.17939	-2.10886	0.03608	0.16693	-0.13453	-1.55514	0.12134	0.39137	-0.22724	-2.56353	0.01103	0.09585	-0.08983	-1.07554	0.28263	0.55758	-0.14553	-1.70748	0.08833	0.29147
E2E4label	LCdom_E4vE2	ATF4	ENSG00000128272	0.05506	0.65442	0.51352	0.79422	0.05749	0.68075	0.49674	0.75847	0.05506	0.65442	0.51352	0.79422	-0.01448	-0.16716	0.8674	0.92355	0.13124	1.69349	0.09096	0.28631	0.05808	0.80668	0.42022	0.70327
E2E4label	LCdom_E4vE2	ATN1	ENSG00000111676	-0.05596	-0.79934	0.42495	0.73595	-0.07622	-1.11311	0.26687	0.54281	-0.05596	-0.79934	0.42495	0.73595	-0.09675	-1.31871	0.18864	0.43304	-0.04013	-0.61263	0.54039	0.77664	-0.09441	-1.45262	0.14693	0.38452
E2E4label	LCdom_E4vE2	ATP2C2	ENSG00000064270	0.10804	0.7473	0.45568	0.76294	0.14577	1.03689	0.30092	0.58355	0.10804	0.7473	0.45568	0.76294	0.07047	0.46579	0.64183	0.85499	0.1736	1.00994	0.31299	0.58565	0.13302	0.78574	0.43238	0.71342
E2E4label	LCdom_E4vE2	AVP	ENSG00000101200	-0.03138	-0.07265	0.94215	0.98828	0.01533	0.03534	0.97184	0.97911	-0.03138	-0.07265	0.94215	0.98828	-0.15598	-0.34068	0.73367	0.88825								
E2E4label	LCdom_E4vE2	AZIN1	ENSG00000155096	0.04475	0.58832	0.55691	0.81275	0.06928	0.88734	0.37586	0.66275	0.04475	0.58832	0.55691	0.81275	-0.01307	-0.16175	0.87165	0.92486	0.15786	2.32222	0.0206	0.12676	0.07464	1.16362	0.24511	0.53278
E2E4label	LCdom_E4vE2	B4GALNT1	ENSG00000135454	0.0706	0.62816	0.53055	0.80021	0.09416	0.83547	0.40435	0.69618	0.0706	0.62816	0.53055	0.80021	0.00158	0.01358	0.98918	0.98918	0.26633	2.27384	0.02338	0.13479	0.16052	1.38244	0.16743	0.41914
E2E4label	LCdom_E4vE2	BAG3	ENSG00000151929	0.00106	0.00777	0.99381	0.99654	-0.00894	-0.06492	0.94829	0.96954	0.00106	0.00777	0.99381	0.99654	-0.03989	-0.28007	0.77969	0.89775	0.0697	0.5755	0.5652	0.7768	0.00368	0.03026	0.97587	0.98939
E2E4label	LCdom_E4vE2	BCAN	ENSG00000132692	0.05304	0.46184	0.64465	0.84945	0.0335	0.30146	0.76334	0.88451	0.05304	0.46184	0.64465	0.84945	-0.03316	-0.28518	0.77577	0.89775	0.04592	0.38649	0.69929	0.83501	0.00634	0.05278	0.95793	0.98786
E2E4label	LCdom_E4vE2	BRINP3	ENSG00000162670	-0.34376	-3.09438	0.00223	0.04513	-0.34616	-3.0642	0.00245	0.04477	-0.34376	-3.09438	0.00223	0.04513	-0.43607	-3.86114	0.00015	0.01084	-0.19575	-1.65746	0.09802	0.30155	-0.2867	-2.4099	0.0163	0.10017
E2E4label	LCdom_E4vE2	BTBD11	ENSG00000151136	-0.47982	-3.78123	2e-04	0.01465	-0.5199	-4.13261	5e-05	0.00309	-0.47982	-3.78123	2e-04	0.01465	-0.60868	-4.48198	1e-05	0.00145	-0.33262	-2.51419	0.01223	0.09059	-0.42991	-3.17257	0.0016	0.02419
E2E4label	LCdom_E4vE2	C1QA	ENSG00000173372	-0.07317	-0.54678	0.58508	0.83419	-0.07132	-0.54094	0.58909	0.80531	-0.07317	-0.54678	0.58508	0.83419	-0.07591	-0.54319	0.58755	0.81853	-0.04754	-0.43058	0.66695	0.82014	-0.06492	-0.58986	0.55554	0.80988
E2E4label	LCdom_E4vE2	C1QB	ENSG00000173369	-0.02804	-0.23035	0.81803	0.93894	-0.0431	-0.35177	0.72535	0.85967	-0.02804	-0.23035	0.81803	0.93894	-0.0328	-0.25187	0.80138	0.90663	-0.03252	-0.26881	0.78818	0.87764	-0.09454	-0.82241	0.41122	0.70081
E2E4label	LCdom_E4vE2	C1QL3	ENSG00000165985	-0.18046	-1.09405	0.27512	0.61101	-0.18229	-1.08144	0.28068	0.55494	-0.18046	-1.09405	0.27512	0.61101	-0.38427	-2.18332	0.03007	0.16304	0.03856	0.2063	0.83663	0.91201	-0.1684	-0.89014	0.3738	0.66776
E2E4label	LCdom_E4vE2	C1orf162	ENSG00000143110	-0.0936	-0.84172	0.40085	0.72529	-0.17169	-1.55608	0.12112	0.35366	-0.0936	-0.84172	0.40085	0.72529	-0.15349	-1.31988	0.18825	0.43304	-0.09234	-0.62193	0.53426	0.77575	-0.11622	-0.80146	0.42323	0.70327
E2E4label	LCdom_E4vE2	C3	ENSG00000125730	-0.34211	-2.10823	0.03613	0.22353	-0.41583	-2.57264	0.01075	0.093	-0.34211	-2.10823	0.03613	0.22353	-0.38498	-2.23107	0.02669	0.1546	-0.40245	-2.66465	0.00794	0.07589	-0.43415	-3.03476	0.00253	0.03397
E2E4label	LCdom_E4vE2	CABLES1	ENSG00000134508	-0.37706	-3.22953	0.00143	0.03475	-0.40237	-3.46894	0.00063	0.01636	-0.37706	-3.22953	0.00143	0.03475	-0.37977	-3.12579	0.00201	0.04081	-0.36251	-3.00919	0.00275	0.03984	-0.39971	-3.22547	0.00134	0.02216
E2E4label	LCdom_E4vE2	CALCRL	ENSG00000064989	-0.29572	-2.14924	0.0327	0.21312	-0.35121	-2.54186	0.01171	0.093	-0.29572	-2.14924	0.0327	0.21312	-0.41087	-2.87412	0.00445	0.06246	-0.3474	-2.37421	0.01795	0.11632	-0.38457	-2.6466	0.00837	0.06756
E2E4label	LCdom_E4vE2	CAPG	ENSG00000042493	-0.05313	-0.42028	0.67469	0.87018	-0.09682	-0.76872	0.44287	0.73386	-0.05313	-0.42028	0.67469	0.87018	-0.08478	-0.64329	0.52071	0.77028	-0.13711	-0.99754	0.31896	0.59376	-0.13786	-1.01957	0.3084	0.59561
E2E4label	LCdom_E4vE2	CAPN3	ENSG00000092529	0.43695	3.40115	8e-04	0.02454	0.39133	3.13452	0.00195	0.03754	0.43695	3.40115	8e-04	0.02454	0.35037	2.61893	0.00943	0.0867	0.43594	3.29278	0.00106	0.02023	0.4212	3.30539	0.00101	0.01839
E2E4label	LCdom_E4vE2	CARTPT	ENSG00000164326	0.97431	3.45527	0.00066	0.02454	1.01952	3.47387	0.00062	0.01636	0.97431	3.45527	0.00066	0.02454	0.71814	2.3991	0.01728	0.12614	0.91088	3.85691	0.00013	0.00469	0.79475	3.34107	0.00089	0.01778
E2E4label	LCdom_E4vE2	CAV1	ENSG00000105974	0.04692	0.28971	0.77231	0.90641	-0.05422	-0.33654	0.73679	0.85967	0.04692	0.28971	0.77231	0.90641	0.06208	0.36441	0.7159	0.88825	0.0317	0.16175	0.87157	0.92807	-0.00149	-0.00772	0.99384	0.99659
E2E4label	LCdom_E4vE2	CCK	ENSG00000187094	-0.45161	-1.86352	0.06371	0.26819	-0.52214	-2.18773	0.02973	0.14867	-0.45161	-1.86352	0.06371	0.26819	-0.41737	-1.66988	0.09637	0.31688	-0.56746	-2.51923	0.01206	0.09059	-0.65651	-2.91061	0.00376	0.0455
E2E4label	LCdom_E4vE2	CCL4	ENSG00000275302	0.42211	1.43793	0.15186	0.43992	0.35004	1.18442	0.23751	0.51912	0.42211	1.43793	0.15186	0.43992	0.20048	0.6502	0.51624	0.76955	0.32736	0.87336	0.38287	0.63764	0.52772	1.44569	0.14886	0.38598
E2E4label	LCdom_E4vE2	CCL5	ENSG00000271503	-0.0197	-0.06577	0.94762	0.98828	0.22883	0.73973	0.46025	0.73494	-0.0197	-0.06577	0.94762	0.98828	-0.13523	-0.43126	0.6667	0.866	0.45268	1.31079	0.1905	0.45495	0.47808	1.42866	0.1537	0.39569
E2E4label	LCdom_E4vE2	CCNA1	ENSG00000133101	0.06026	0.3605	0.71881	0.8924	0.12216	0.71017	0.47834	0.74704	0.06026	0.3605	0.71881	0.8924	-0.0515	-0.2964	0.76721	0.89775	0.24824	1.4329	0.15248	0.4011	0.14008	0.82475	0.40989	0.70081
E2E4label	LCdom_E4vE2	CCNB2	ENSG00000157456	0.13618	0.63575	0.52559	0.79831	0.12455	0.59517	0.55234	0.78743	0.13618	0.63575	0.52559	0.79831	0.14391	0.64972	0.51655	0.76955	0.28709	1.01954	0.30842	0.5831	0.26159	0.95317	0.34094	0.63958
E2E4label	LCdom_E4vE2	CD14	ENSG00000170458	0.26345	1.3813	0.16858	0.47325	0.26724	1.40026	0.16283	0.42151	0.26345	1.3813	0.16858	0.47325	0.30095	1.49108	0.13738	0.38817	0.1654	0.77132	0.44087	0.68376	0.1153	0.57514	0.56544	0.81564
E2E4label	LCdom_E4vE2	CD163	ENSG00000177575	0.52233	2.01143	0.04549	0.2474	0.5002	1.94805	0.05267	0.20452	0.52233	2.01143	0.04549	0.2474	0.51512	1.87531	0.06208	0.24905	0.54875	1.88698	0.05972	0.22347	0.45221	1.63346	0.10297	0.32504
E2E4label	LCdom_E4vE2	CD2	ENSG00000116824	0.15923	1.04115	0.29894	0.62709	0.20097	1.32034	0.18808	0.45767	0.15923	1.04115	0.29894	0.62709	0.12448	0.78445	0.43362	0.70973	0.18448	0.89367	0.37191	0.6358	0.07762	0.38061	0.70365	0.89166
E2E4label	LCdom_E4vE2	CD36	ENSG00000135218	-0.29184	-0.57387	0.56664	0.81749	-0.38504	-0.7546	0.4513	0.73386	-0.29184	-0.57387	0.56664	0.81749	-0.18921	-0.3482	0.72803	0.88825	0.14632	0.32285	0.74693	0.86545	-0.07428	-0.16609	0.86815	0.95595
E2E4label	LCdom_E4vE2	CD3G	ENSG00000160654	-0.0636	-0.24098	0.8098	0.93537	0.01199	0.04576	0.96355	0.97422	-0.0636	-0.24098	0.8098	0.93537	-0.05885	-0.21042	0.83353	0.90818	0.14624	0.47502	0.63497	0.80612	0.01971	0.06692	0.94667	0.98071
E2E4label	LCdom_E4vE2	CD4	ENSG00000010610	-0.07024	-0.4786	0.63269	0.83975	-0.15269	-1.0342	0.30217	0.58355	-0.07024	-0.4786	0.63269	0.83975	-0.12882	-0.81996	0.41313	0.68855	-0.25467	-1.69139	0.09136	0.28631	-0.29859	-2.09604	0.03656	0.16383
E2E4label	LCdom_E4vE2	CD48	ENSG00000117091	0.00226	0.01989	0.98415	0.99561	0.00378	0.03294	0.97375	0.97911	0.00226	0.01989	0.98415	0.99561	-0.02003	-0.16654	0.86789	0.92355	0.08345	0.65156	0.51497	0.7599	0.03888	0.31034	0.75643	0.90276
E2E4label	LCdom_E4vE2	CD52	ENSG00000169442	-0.24602	-1.03581	0.30142	0.62867	-0.09579	-0.4132	0.67986	0.84717	-0.24602	-1.03581	0.30142	0.62867	-0.24281	-0.93202	0.35235	0.62735	0.14971	0.45308	0.65068	0.81447	-0.05743	-0.1836	0.8544	0.94557
E2E4label	LCdom_E4vE2	CD68	ENSG00000129226	0.02857	0.17599	0.86046	0.96637	-0.04086	-0.25465	0.79923	0.90197	0.02857	0.17599	0.86046	0.96637	-0.05829	-0.33409	0.73863	0.88825	-0.02198	-0.12732	0.89874	0.94289	-0.06331	-0.38672	0.69912	0.89045
E2E4label	LCdom_E4vE2	CD74	ENSG00000019582	0.01653	0.1047	0.91671	0.97267	-0.05954	-0.37811	0.70571	0.85544	0.01653	0.1047	0.91671	0.97267	-0.00675	-0.04043	0.96779	0.97907	-0.17223	-1.33037	0.18398	0.44522	-0.21222	-1.77544	0.0764	0.26668
E2E4label	LCdom_E4vE2	CD83	ENSG00000112149	-0.20167	-1.80875	0.07184	0.29137	-0.18729	-1.67928	0.09451	0.30289	-0.20167	-1.80875	0.07184	0.29137	-0.30777	-2.66023	0.00838	0.08501	-0.13576	-0.98472	0.32522	0.60232	-0.24779	-1.80571	0.07154	0.25212
E2E4label	LCdom_E4vE2	CD86	ENSG00000114013	-0.37176	-1.68061	0.09425	0.34716	-0.43379	-1.97818	0.04915	0.19713	-0.37176	-1.68061	0.09425	0.34716	-0.35683	-1.5282	0.1279	0.37649	-0.4955	-2.38826	0.01728	0.11632	-0.49629	-2.50351	0.0126	0.08746
E2E4label	LCdom_E4vE2	CDH1	ENSG00000039068	0.41759	2.78914	0.00574	0.07391	0.4112	2.71552	0.00714	0.08237	0.41759	2.78914	0.00574	0.07391	0.3582	2.24375	0.02585	0.1546	0.45667	2.52628	0.01182	0.09059	0.35035	2.01255	0.04467	0.19078
E2E4label	LCdom_E4vE2	CDH12	ENSG00000154162	-0.36314	-2.38509	0.01792	0.16348	-0.41242	-2.69251	0.00763	0.08237	-0.36314	-2.38509	0.01792	0.16348	-0.44583	-2.80638	0.00546	0.06662	-0.27166	-1.44037	0.15036	0.4011	-0.35756	-1.9242	0.05487	0.21188
E2E4label	LCdom_E4vE2	CDH4	ENSG00000179242	-0.30736	-1.88415	0.06085	0.26819	-0.34418	-2.09001	0.03776	0.16771	-0.30736	-1.88415	0.06085	0.26819	-0.33585	-1.97759	0.04923	0.22182	-0.29019	-1.66416	0.09668	0.29995	-0.43319	-2.4987	0.01277	0.08746
E2E4label	LCdom_E4vE2	CDH6	ENSG00000113361	0.09924	0.85254	0.39483	0.725	0.08791	0.77251	0.44063	0.73386	0.09924	0.85254	0.39483	0.725	-0.01309	-0.11056	0.91207	0.94921	0.16008	1.26325	0.20706	0.4793	0.08309	0.684	0.49428	0.7635
E2E4label	LCdom_E4vE2	CDK1	ENSG00000170312	-0.03539	-0.18238	0.85545	0.96637	-0.0992	-0.51123	0.6097	0.81517	-0.03539	-0.18238	0.85545	0.96637	-0.21972	-1.07452	0.28377	0.54514	0.09904	0.28937	0.77242	0.86545	0.12073	0.37192	0.7101	0.89166
E2E4label	LCdom_E4vE2	CEMIP	ENSG00000103888	0.04615	0.27908	0.78044	0.91301	0.09969	0.61804	0.53718	0.78429	0.04615	0.27908	0.78044	0.91301	0.0774	0.44059	0.65994	0.86337	0.15553	0.76803	0.44282	0.68376	0.06165	0.31495	0.75293	0.90276
E2E4label	LCdom_E4vE2	CEMIP2	ENSG00000135048	0.21899	1.86201	0.06392	0.26819	0.23138	1.99506	0.04726	0.19297	0.21899	1.86201	0.06392	0.26819	0.19849	1.594	0.11237	0.35359	0.2494	1.49487	0.13555	0.37561	0.25085	1.59974	0.11026	0.33634
E2E4label	LCdom_E4vE2	CENPF	ENSG00000117724	0.11652	0.6602	0.50981	0.79315	0.12365	0.71052	0.47813	0.74704	0.11652	0.6602	0.50981	0.79315	0.1014	0.55359	0.58043	0.81797	0.21768	0.89223	0.37268	0.6358	0.29748	1.23435	0.21762	0.49731
E2E4label	LCdom_E4vE2	CHAC1	ENSG00000128965	-0.13515	-0.96482	0.33568	0.68069	-0.10828	-0.78697	0.43214	0.73023	-0.13515	-0.96482	0.33568	0.68069	-0.19692	-1.35132	0.17798	0.42343	-0.00197	-0.01043	0.99169	0.99796	-0.05837	-0.31835	0.75034	0.90276
E2E4label	LCdom_E4vE2	CHGB	ENSG00000089199	0.09553	0.68935	0.49132	0.77971	0.16816	1.17254	0.24224	0.52147	0.09553	0.68935	0.49132	0.77971	0.00944	0.06265	0.9501	0.97139	0.25237	2.06965	0.03897	0.17904	0.14623	1.15171	0.24996	0.5369
E2E4label	LCdom_E4vE2	CHODL	ENSG00000154645	0.48281	2.14005	0.03345	0.21417	0.58888	2.51807	0.01251	0.09318	0.48281	2.14005	0.03345	0.21417	0.32463	1.31907	0.18853	0.43304	0.59351	2.99724	0.00285	0.03984	0.44635	2.29027	0.0224	0.12511
E2E4label	LCdom_E4vE2	CLDN11	ENSG00000013297	0.49688	3.42066	0.00074	0.02454	0.49785	3.47051	0.00062	0.01636	0.49688	3.42066	0.00074	0.02454	0.50112	3.2794	0.00121	0.03055	0.56799	4.20653	3e-05	0.00184	0.48668	3.77425	0.00018	0.00649
E2E4label	LCdom_E4vE2	CNDP1	ENSG00000150656	0.3522	2.48439	0.01372	0.14682	0.33192	2.40088	0.01718	0.11198	0.3522	2.48439	0.01372	0.14682	0.30953	2.12996	0.03429	0.1676	0.40543	3.1555	0.00169	0.02922	0.35411	2.82859	0.00485	0.05176
E2E4label	LCdom_E4vE2	CNTN2	ENSG00000184144	0.28155	2.44292	0.01535	0.14745	0.29643	2.60541	0.0098	0.0894	0.28155	2.44292	0.01535	0.14745	0.20901	1.72574	0.0858	0.29545	0.37946	3.81005	0.00016	0.00513	0.29032	3.06439	0.00229	0.03202
E2E4label	LCdom_E4vE2	CNTNAP3B	ENSG00000154529	0.08573	0.58204	0.56113	0.81275	0.08212	0.56597	0.57199	0.80298	0.08573	0.58204	0.56113	0.81275	0.05816	0.38056	0.7039	0.88302	0.19849	1.08391	0.2789	0.55323	0.11429	0.65419	0.51327	0.76991
E2E4label	LCdom_E4vE2	COL12A1	ENSG00000111799	-0.00369	-0.01911	0.98477	0.99561	-0.05181	-0.26813	0.78885	0.89698	-0.00369	-0.01911	0.98477	0.99561	-0.10246	-0.49914	0.61818	0.83569	0.02867	0.14044	0.88837	0.93472	-0.11745	-0.58232	0.5606	0.81399
E2E4label	LCdom_E4vE2	COL25A1	ENSG00000188517	-0.37436	-2.34513	0.0199	0.17718	-0.39276	-2.52524	0.01226	0.09318	-0.37436	-2.34513	0.0199	0.17718	-0.29269	-1.72593	0.08577	0.29545	-0.28027	-1.5374	0.1248	0.35671	-0.27895	-1.54267	0.12351	0.35321
E2E4label	LCdom_E4vE2	CORO1A	ENSG00000102879	-0.07463	-0.48503	0.62813	0.83975	-0.11661	-0.75865	0.44887	0.73386	-0.07463	-0.48503	0.62813	0.83975	-0.18872	-1.1707	0.24299	0.52219	-0.06967	-0.47836	0.63259	0.80612	-0.12271	-0.872	0.38361	0.67301
E2E4label	LCdom_E4vE2	CP	ENSG00000047457	0.51556	2.12349	0.03482	0.21913	0.45488	1.86981	0.06283	0.22382	0.51556	2.12349	0.03482	0.21913	0.43714	1.69028	0.09239	0.30957	0.38934	1.4364	0.15148	0.4011	0.41785	1.5721	0.11653	0.34961
E2E4label	LCdom_E4vE2	CPEB4	ENSG00000113742	-0.1092	-1.09156	0.27621	0.61101	-0.12825	-1.26894	0.20579	0.48151	-0.1092	-1.09156	0.27621	0.61101	-0.17473	-1.67505	0.09535	0.31638	-0.05623	-0.57384	0.56632	0.7768	-0.10691	-1.1321	0.25811	0.55114
E2E4label	LCdom_E4vE2	CRH	ENSG00000147571	0.40151	1.44701	0.14931	0.43951	0.17926	0.69709	0.48648	0.74922	0.40151	1.44701	0.14931	0.43951	0.3092	1.12396	0.26227	0.53303	0.75689	2.75261	0.00612	0.06531	0.55138	2.04331	0.04152	0.17943
